geoid,name,B03002001,"B03002001, Error",B03002002,"B03002002, Error",B03002003,"B03002003, Error",B03002004,"B03002004, Error",B03002005,"B03002005, Error",B03002006,"B03002006, Error",B03002007,"B03002007, Error",B03002008,"B03002008, Error",B03002009,"B03002009, Error",B03002010,"B03002010, Error",B03002011,"B03002011, Error",B03002012,"B03002012, Error",B03002013,"B03002013, Error",B03002014,"B03002014, Error",B03002015,"B03002015, Error",B03002016,"B03002016, Error",B03002017,"B03002017, Error",B03002018,"B03002018, Error",B03002019,"B03002019, Error",B03002020,"B03002020, Error",B03002021,"B03002021, Error"
01000US,United States,329725470,0,268918530,1828,196010370,24133,40196304,37073,1936842,7551,18554696,24492,555712,5130,1208267,20165,10456322,52937,1446567,17442,9009755,56247,60806968,1812,28778740,84579,1196710,17096,785819,13890,228227,6404,59845,3448,17174528,73015,12583100,60896,10609037,66856,1974063,26265
04000US17,Illinois,12821813,0,10571737,213,7721282,2623,1773138,4809,10358,752,718559,3656,3048,394,34562,2182,310790,6332,42791,2549,267999,5725,2250076,213,978131,10858,30875,2094,32356,2555,6923,863,2063,500,761418,12378,438310,8576,387494,8661,50816,2894
05000US17001,"Adams County, IL",65878,0,64732,0,60019,92,2535,328,51,33,420,113,8,11,38,24,1661,358,253,156,1408,278,1146,0,670,133,80,103,0,28,0,28,0,28,115,54,281,99,260,106,21,27
05000US17003,"Alexander County, IL",5488,0,5426,47,3465,16,1836,70,4,9,1,3,0,17,0,17,120,58,12,16,108,53,62,47,37,36,0,17,0,17,0,17,22,32,0,17,3,6,3,6,0,17
05000US17005,"Bond County, IL",16804,0,16174,0,14673,21,1163,135,99,39,165,155,0,19,12,13,62,63,7,13,55,63,630,0,447,131,21,37,13,24,0,19,0,19,24,21,125,95,81,71,44,60
05000US17007,"Boone County, IL",53592,0,41369,0,38459,77,1293,244,85,95,523,87,0,28,39,61,970,272,27,45,943,261,12223,0,6436,963,144,143,75,96,0,28,0,28,4161,1032,1407,433,1216,390,191,179
05000US17009,"Brown County, IL",6330,0,5894,0,4639,173,1159,171,31,30,3,5,0,17,0,17,62,42,18,21,44,37,436,0,237,73,15,20,8,14,0,17,0,17,135,70,41,40,41,40,0,17
05000US17011,"Bureau County, IL",33338,0,30156,0,28886,111,189,66,66,29,295,51,0,25,119,93,601,133,183,105,418,74,3182,0,1566,221,0,25,0,25,3,5,0,25,1188,230,425,134,381,130,44,29
05000US17013,"Calhoun County, IL",4537,0,4504,35,4354,44,29,35,7,11,2,4,0,12,0,12,112,55,47,44,65,33,33,35,3,6,0,12,7,12,0,12,0,12,0,12,23,26,14,22,9,15
05000US17015,"Carroll County, IL",15586,0,14960,0,13938,268,452,122,44,22,119,73,0,19,14,18,393,211,14,12,379,212,626,0,310,99,16,21,0,19,0,19,0,19,65,48,235,112,209,113,26,28
05000US17017,"Cass County, IL",13058,0,10483,0,9687,14,423,146,27,16,89,25,91,135,11,14,155,72,0,19,155,72,2575,0,1388,283,28,35,81,110,0,19,0,19,534,250,544,241,523,240,21,25
05000US17019,"Champaign County, IL",206583,0,193642,0,136368,418,26713,1073,93,49,22129,484,68,81,529,270,7742,1236,684,329,7058,1169,12941,0,8154,573,283,126,77,72,75,76,47,52,1751,441,2554,452,2321,416,233,133
05000US17021,"Christian County, IL",34038,0,33473,0,32229,83,541,144,17,24,251,49,4,12,0,25,431,188,64,83,367,161,565,0,411,104,14,14,23,42,0,25,15,24,28,51,74,58,50,43,24,42
05000US17023,"Clark County, IL",15587,0,15331,0,15034,21,118,53,5,7,20,25,0,19,0,19,154,48,14,21,140,45,256,0,8,12,0,19,4,9,57,75,0,19,8,14,179,75,179,75,0,19
05000US17025,"Clay County, IL",13313,0,13289,23,12725,27,67,45,94,78,18,23,0,19,19,27,366,83,0,19,366,83,24,23,16,20,0,19,0,19,0,19,0,19,8,11,0,19,0,19,0,19
05000US17027,"Clinton County, IL",37048,0,35857,0,33691,90,1231,150,12,14,237,52,0,25,8,12,678,188,87,88,591,171,1191,0,406,128,15,20,0,25,0,25,0,25,170,119,600,179,294,125,306,229
05000US17029,"Coles County, IL",47542,0,46198,0,42859,111,1817,193,23,26,465,140,0,25,69,88,965,250,88,70,877,241,1344,0,706,168,38,33,34,46,63,44,3,5,199,109,301,121,198,114,103,84
05000US17031,"Cook County, IL",5265398,0,3918449,0,2192123,1827,1192435,2777,4043,527,392743,2485,1152,256,17760,1684,118193,3778,16691,1701,101502,3477,1346949,0,547909,8244,18805,1520,18824,1946,4088,740,916,275,505783,10576,250624,7529,224828,7469,25796,2086
05000US17033,"Crawford County, IL",18825,0,18378,0,17035,12,972,148,12,16,75,69,0,19,25,26,259,157,0,19,259,157,447,0,287,72,16,22,27,37,0,19,0,19,49,43,68,49,57,38,11,17
05000US17035,"Cumberland County, IL",10528,0,10413,88,10132,12,12,19,0,19,22,27,0,19,7,11,240,75,1,3,239,75,115,88,16,19,0,19,0,19,0,19,0,19,88,87,11,17,11,17,0,19
05000US17037,"DeKalb County, IL",100922,0,89013,0,76061,129,7671,413,72,70,2269,296,0,28,131,117,2809,482,90,54,2719,477,11909,0,5765,701,293,190,128,99,42,54,26,39,3728,663,1927,454,1341,370,586,225
05000US17039,"De Witt County, IL",15653,0,15188,0,14759,19,176,58,19,22,4,7,0,19,0,19,230,68,22,22,208,72,465,0,248,101,0,19,37,50,0,19,0,19,48,41,132,105,123,106,9,19
05000US17041,"Douglas County, IL",19708,0,18242,0,17604,90,156,49,30,27,99,35,15,24,15,17,323,106,115,89,208,68,1466,0,813,159,21,24,71,94,0,19,0,19,136,97,425,190,361,201,64,71
05000US17043,"DuPage County, IL",934094,0,798185,0,611293,768,44575,912,428,131,114134,1157,179,80,2383,579,25193,1663,4645,695,20548,1389,135909,0,66445,2575,1347,535,1774,509,357,137,196,207,34940,2482,30850,1829,27015,1607,3835,739
05000US17045,"Edgar County, IL",16998,0,16779,0,16429,19,60,59,23,20,72,12,3,8,0,19,192,53,0,19,192,53,219,0,26,37,31,52,0,19,0,19,0,19,141,71,21,29,21,29,0,19
05000US17047,"Edwards County, IL",6233,0,6150,0,5979,24,12,12,2,3,21,12,0,17,0,17,136,28,24,24,112,15,83,0,21,21,0,17,33,32,0,17,0,17,8,12,21,21,4,7,17,20
05000US17049,"Effingham County, IL",34576,0,33816,0,32960,74,155,60,36,28,200,67,0,25,5,8,460,98,81,74,379,91,760,0,417,166,38,45,1,2,4,9,0,25,262,164,38,34,30,30,8,11
05000US17051,"Fayette County, IL",21514,0,21106,0,19787,48,945,110,22,15,90,33,54,75,0,22,208,97,55,50,153,90,408,0,304,85,0,22,0,22,0,22,0,22,41,27,63,77,63,77,0,22
05000US17053,"Ford County, IL",13589,0,13069,0,12530,80,92,36,25,16,85,26,0,19,73,64,264,60,36,44,228,43,520,0,102,65,24,25,0,19,0,19,0,19,319,85,75,37,25,26,50,35
05000US17055,"Franklin County, IL",38068,0,37365,0,36228,121,241,75,24,17,94,74,0,25,13,12,765,163,167,121,598,112,703,0,272,104,0,25,1,2,0,25,0,25,109,76,321,123,286,108,35,28
05000US17057,"Fulton County, IL",34022,0,32954,0,31072,27,1083,135,74,60,51,41,8,15,27,26,639,123,32,28,607,127,1068,0,604,121,15,18,64,58,0,25,5,7,217,121,163,76,115,66,48,40
05000US17059,"Gallatin County, IL",5038,0,4962,44,4810,17,11,18,0,17,5,9,0,17,0,17,136,48,0,17,136,48,76,44,45,29,0,17,0,17,0,17,0,17,2,4,29,43,27,44,2,4
05000US17061,"Greene County, IL",12187,0,12032,0,11683,27,148,46,8,12,27,36,3,6,18,20,145,42,16,18,129,46,155,0,36,29,1,3,0,19,0,19,0,19,39,50,79,55,76,55,3,5
05000US17063,"Grundy County, IL",52364,0,46858,0,44446,298,667,211,32,36,382,110,26,47,186,231,1119,315,239,156,880,256,5506,0,3516,400,0,28,0,28,7,10,0,28,1031,308,952,296,815,272,137,185
05000US17065,"Hamilton County, IL",8021,0,7883,105,7648,22,17,23,0,17,0,17,30,50,14,22,174,108,0,17,174,108,138,105,66,89,0,17,0,17,0,17,0,17,72,98,0,17,0,17,0,17
05000US17067,"Hancock County, IL",17750,0,17456,0,16954,72,118,44,6,9,68,16,4,5,0,19,306,82,100,79,206,27,294,0,115,36,0,19,0,19,0,19,0,19,98,27,81,24,63,21,18,17
05000US17069,"Hardin County, IL",3700,0,3643,51,3522,78,56,33,0,12,0,12,0,12,0,12,65,56,1,2,64,55,57,51,57,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
05000US17071,"Henderson County, IL",6485,0,6364,0,6158,36,9,9,0,17,0,17,0,17,22,23,175,25,22,24,153,9,121,0,107,23,0,17,0,17,0,17,0,17,0,17,14,23,13,23,1,2
05000US17073,"Henry County, IL",49412,0,46424,0,44287,153,989,168,26,16,249,47,0,25,182,149,691,190,115,65,576,180,2988,0,1087,323,86,88,0,25,0,25,0,25,969,312,846,288,816,286,30,28
05000US17075,"Iroquois County, IL",27362,0,25370,0,24384,79,246,75,28,16,88,23,0,22,71,81,553,85,82,33,471,80,1992,0,704,157,16,20,5,8,0,22,0,22,886,196,381,154,363,157,18,17
05000US17077,"Jackson County, IL",53676,0,51224,0,39356,285,7790,269,126,59,1855,170,27,30,399,257,1671,322,60,56,1611,318,2452,0,775,196,17,21,29,32,0,28,61,84,1068,244,502,160,414,146,88,60
05000US17079,"Jasper County, IL",9324,0,9261,42,9054,17,27,22,3,5,14,16,3,5,8,13,152,46,6,10,146,47,63,42,1,2,0,17,0,17,0,17,0,17,34,26,28,33,28,33,0,17
05000US17081,"Jefferson County, IL",37362,0,36273,0,31510,181,3065,200,33,27,374,91,8,14,73,41,1210,293,307,183,903,213,1089,0,615,102,0,25,35,43,36,36,0,25,85,58,318,102,264,91,54,53
05000US17083,"Jersey County, IL",21533,0,21224,0,20551,39,91,56,0,22,103,72,40,60,18,20,421,118,23,35,398,111,309,0,105,59,0,22,0,22,0,22,0,22,27,31,177,61,144,76,33,32
05000US17085,"Jo Daviess County, IL",21995,0,21291,0,20692,79,145,34,56,26,107,13,2,3,19,16,270,85,81,78,189,44,704,0,490,64,0,22,3,4,4,5,0,22,54,25,153,56,114,36,39,48
05000US17087,"Johnson County, IL",13238,0,12829,0,11444,159,1205,185,0,19,38,15,0,19,8,15,134,81,44,37,90,76,409,0,196,52,0,19,0,19,0,19,0,19,132,131,81,121,79,116,2,7
05000US17089,"Kane County, IL",518648,0,351537,0,291838,658,26582,1017,326,122,20273,693,212,36,1635,662,10671,1256,1526,409,9145,1245,167111,0,64984,3315,1281,551,2853,915,415,260,167,109,63347,3535,34064,2683,30814,2480,3250,936
05000US17091,"Kankakee County, IL",108104,0,96261,0,76686,304,15656,403,46,30,902,149,0,28,127,70,2844,496,400,298,2444,419,11843,0,6748,611,77,84,307,231,0,28,4,6,2860,576,1847,474,1724,452,123,68
05000US17093,"Kendall County, IL",130757,0,104410,0,87114,589,9979,455,61,47,3778,440,0,28,216,188,3262,794,582,524,2680,624,26347,0,12716,1679,685,458,273,135,70,74,0,28,5690,1555,6913,1167,6448,1214,465,334
05000US17095,"Knox County, IL",50193,0,47123,0,41062,130,4295,252,45,26,518,64,0,28,129,113,1074,272,128,128,946,256,3070,0,1513,228,121,86,0,28,0,28,0,28,816,202,620,200,535,196,85,59
05000US17097,"Lake County, IL",714484,0,554844,0,428289,773,46346,892,899,222,58331,738,272,111,2874,674,17833,1251,3354,551,14479,1141,159640,0,70970,3223,1729,559,2988,912,471,236,152,121,50954,3093,32376,2888,29132,2856,3244,608
05000US17099,"LaSalle County, IL",109986,0,98843,0,92885,189,2883,250,20,22,1025,155,18,21,72,66,1940,314,416,178,1524,281,11143,0,5508,634,122,119,15,18,15,23,3,5,3403,578,2077,443,1965,441,112,64
05000US17101,"Lawrence County, IL",15465,0,15009,123,13031,28,1492,310,29,35,34,50,0,19,20,29,403,366,2,3,401,366,456,123,276,88,10,17,10,18,0,19,0,19,104,59,56,66,27,29,29,58
05000US17103,"Lee County, IL",34373,0,32090,0,29397,30,1848,154,14,17,241,37,12,17,18,25,560,157,18,19,542,157,2283,0,1202,197,4,5,0,25,0,25,0,25,325,150,752,150,537,166,215,105
05000US17105,"Livingston County, IL",35902,0,34117,0,31807,64,1290,153,0,25,229,62,0,25,13,18,778,173,55,62,723,165,1785,0,952,136,0,25,0,25,0,25,0,25,470,158,363,113,296,105,67,51
05000US17107,"Logan County, IL",28238,0,27241,0,24200,30,2012,233,19,15,139,64,0,22,16,14,855,236,30,25,825,232,997,0,721,116,14,15,28,31,0,22,12,19,73,60,149,79,121,73,28,31
05000US17109,"McDonough County, IL",27743,0,26924,0,24083,176,1429,131,13,17,705,80,10,21,47,71,637,233,133,163,504,165,819,0,454,109,24,30,1,4,0,22,0,22,97,72,243,76,222,81,21,24
05000US17111,"McHenry County, IL",310749,0,267768,0,246990,799,4552,305,151,77,8346,479,0,28,715,319,7014,984,1437,723,5577,584,42981,0,28561,1352,185,150,325,182,94,82,5,7,4712,801,9099,1265,7435,1336,1664,610
05000US17113,"McLean County, IL",171455,0,162603,0,135230,243,14042,465,214,62,8784,297,12,20,246,145,4075,572,431,234,3644,540,8852,0,5175,531,164,102,58,63,22,38,12,17,1266,329,2155,544,2062,541,93,67
05000US17115,"Macon County, IL",104331,0,101799,0,78618,121,16844,665,165,83,1343,129,62,76,205,114,4562,664,118,68,4444,659,2532,0,1412,194,121,78,23,29,0,28,4,7,484,186,488,155,401,146,87,53
05000US17117,"Macoupin County, IL",45152,0,44572,0,43076,173,471,42,72,45,181,49,7,10,39,39,726,186,176,171,550,77,580,0,302,79,0,25,7,13,0,25,0,25,141,90,130,42,114,43,16,23
05000US17119,"Madison County, IL",266112,0,256879,0,223477,531,22527,687,212,71,2502,315,45,33,300,176,7816,958,1256,540,6560,736,9233,0,5157,579,362,319,40,41,38,37,0,28,1828,483,1808,381,1466,356,342,188
05000US17121,"Marion County, IL",37781,0,36948,0,34283,30,1424,179,9,10,231,48,3,5,56,51,942,176,31,30,911,178,833,0,468,132,12,16,0,25,0,25,0,25,147,74,206,109,154,93,52,49
05000US17123,"Marshall County, IL",11781,0,11427,0,11040,61,78,49,4,6,41,24,0,19,20,21,244,82,60,55,184,60,354,0,191,51,4,6,3,7,0,19,0,19,102,41,54,45,54,45,0,19
05000US17125,"Mason County, IL",13225,0,13055,0,12709,2,63,45,15,12,30,31,0,19,0,19,238,43,1,2,237,43,170,0,75,42,0,19,0,19,0,19,0,19,45,37,50,28,50,28,0,19
05000US17127,"Massac County, IL",14280,0,13827,0,12412,100,841,109,0,19,32,43,0,19,0,19,542,133,108,100,434,121,453,0,269,162,34,48,0,19,0,19,0,19,3,6,147,147,147,147,0,19
05000US17129,"Menard County, IL",12343,0,12142,101,11762,18,115,96,0,19,52,22,0,19,13,17,200,88,2,4,198,88,201,101,170,106,0,19,0,19,0,19,0,19,0,19,31,52,0,19,31,52
05000US17131,"Mercer County, IL",15779,0,15356,0,14895,55,79,38,0,19,46,29,0,19,8,11,328,75,68,54,260,45,423,0,187,70,0,19,0,19,6,10,0,19,116,74,114,39,113,38,1,4
05000US17133,"Monroe County, IL",34732,0,34171,0,33371,67,78,48,51,58,318,106,0,25,77,78,276,125,4,6,272,127,561,0,297,112,0,25,0,25,0,25,0,25,152,91,112,90,112,90,0,25
05000US17135,"Montgomery County, IL",28482,0,27964,0,26342,121,1121,181,24,14,100,50,0,22,52,85,325,211,141,104,184,182,518,0,345,69,0,22,0,22,0,22,0,22,97,46,76,50,72,48,4,7
05000US17137,"Morgan County, IL",33189,0,32301,0,29038,59,2067,228,70,30,234,55,2,4,14,18,876,249,51,55,825,243,888,0,414,146,52,54,9,18,7,16,0,25,245,102,161,127,161,127,0,25
05000US17139,"Moultrie County, IL",14634,0,14397,0,14065,27,145,53,8,10,26,27,0,19,14,12,139,54,28,27,111,43,237,0,102,75,0,19,0,19,0,19,0,19,14,24,121,81,113,85,8,14
05000US17141,"Ogle County, IL",51787,0,46297,0,44087,265,609,92,66,53,237,58,7,14,126,120,1165,286,477,253,688,114,5490,0,3204,454,0,28,81,77,0,28,21,30,655,319,1529,309,1309,304,220,122
05000US17143,"Peoria County, IL",182439,0,173146,0,125490,303,32161,949,164,115,7755,258,15,23,394,197,7167,1068,678,265,6489,1001,9293,0,4483,604,16,21,164,51,141,169,0,28,2582,656,1907,402,1639,386,268,136
05000US17145,"Perry County, IL",21158,0,20469,0,18084,6,1801,149,18,18,124,32,0,22,0,22,442,147,4,6,438,148,689,0,289,92,0,22,0,22,0,22,0,22,237,123,163,82,163,82,0,22
05000US17147,"Piatt County, IL",16664,0,16420,0,15952,78,95,50,1,2,5,6,0,19,43,78,324,52,6,7,318,51,244,0,110,45,12,15,16,24,0,19,0,19,0,19,106,46,68,47,38,51
05000US17149,"Pike County, IL",14923,0,14718,0,14233,55,136,56,9,10,47,12,101,65,10,12,182,74,53,54,129,54,205,0,131,33,0,19,0,19,0,19,0,19,34,25,40,27,26,17,14,19
05000US17151,"Pope County, IL",3820,0,3729,51,3417,77,120,78,62,78,14,26,0,12,0,12,116,87,4,7,112,86,91,51,21,18,0,12,70,51,0,12,0,12,0,12,0,12,0,12,0,12
05000US17153,"Pulaski County, IL",5279,0,5147,0,3364,20,1582,83,3,5,11,9,0,17,1,2,186,85,15,20,171,81,132,0,106,24,4,9,0,17,0,17,0,17,0,17,22,24,22,24,0,17
05000US17155,"Putnam County, IL",5638,0,5300,0,5167,4,6,6,2,3,41,28,0,17,36,35,48,24,3,4,45,24,338,0,209,50,6,9,0,17,0,17,0,17,94,44,29,22,29,22,0,17
05000US17157,"Randolph County, IL",30632,0,29601,0,25796,25,3256,72,24,13,203,10,15,21,10,13,297,76,14,19,283,71,1031,0,458,135,8,18,3,6,0,25,0,25,372,152,190,87,139,73,51,44
05000US17159,"Richland County, IL",15876,0,15598,0,14984,114,91,85,10,9,111,74,0,19,119,114,283,109,0,19,283,109,278,0,157,93,0,19,0,19,0,19,0,19,99,95,22,45,0,19,22,45
05000US17161,"Rock Island County, IL",144694,0,125448,0,102083,122,14817,621,182,64,3705,207,62,15,190,128,4409,640,258,136,4151,608,19246,0,9465,687,1047,515,228,129,18,32,160,184,4679,691,3649,556,2881,483,768,265
05000US17163,"St. Clair County, IL",258597,0,247349,0,156751,807,74992,1028,189,99,3751,356,43,60,1202,765,10421,1186,944,399,9477,1105,11248,0,5148,596,463,253,169,108,62,53,54,72,2713,511,2639,549,1615,502,1024,396
05000US17165,"Saline County, IL",23869,0,23448,0,21828,38,648,219,20,21,160,78,48,55,31,30,713,231,40,54,673,234,421,0,317,85,0,22,0,22,0,22,0,22,47,66,57,57,19,30,38,34
05000US17167,"Sangamon County, IL",196759,0,191980,0,156195,260,24937,752,152,58,4168,260,32,34,514,212,5982,789,698,325,5284,685,4779,0,2339,310,147,111,19,24,44,44,8,14,425,189,1797,309,1308,286,489,218
05000US17169,"Schuyler County, IL",6953,0,6879,54,6433,17,329,107,1,5,15,25,0,17,0,17,101,70,0,17,101,70,74,54,44,45,11,20,0,17,0,17,0,17,2,5,17,36,17,36,0,17
05000US17171,"Scott County, IL",4923,0,4903,28,4726,12,12,13,9,9,42,40,16,22,0,12,98,47,0,12,98,47,20,28,11,14,0,12,0,12,0,12,0,12,2,7,7,16,7,16,0,12
05000US17173,"Shelby County, IL",21160,0,20918,0,20492,26,69,54,17,24,74,20,27,37,1,2,238,55,26,26,212,50,242,0,156,29,4,6,1,5,0,22,0,22,26,27,55,36,54,36,1,3
05000US17175,"Stark County, IL",5436,0,5320,0,5118,33,49,21,0,17,50,6,0,17,0,17,103,38,38,33,65,22,116,0,110,10,0,17,0,17,0,17,0,17,6,10,0,17,0,17,0,17
05000US17177,"Stephenson County, IL",44817,0,42868,0,36503,80,4214,399,74,37,343,87,0,25,62,67,1672,410,45,34,1627,404,1949,0,1301,218,0,25,5,8,0,25,0,25,106,81,537,205,492,187,45,70
05000US17179,"Tazewell County, IL",131977,0,128719,0,123171,192,1762,264,117,49,1277,140,50,47,65,51,2277,359,468,207,1809,290,3258,0,2295,245,0,28,4,6,98,108,12,24,355,165,494,207,429,202,65,65
05000US17181,"Union County, IL",17259,0,16328,0,15715,13,228,84,45,33,53,22,0,19,0,19,287,84,11,13,276,83,931,0,435,120,6,8,0,19,0,19,26,42,41,37,423,114,396,119,27,36
05000US17183,"Vermilion County, IL",74953,0,70985,0,58201,60,10751,272,75,35,699,80,10,18,53,51,1196,279,126,92,1070,265,3968,0,2536,389,13,18,0,28,2,4,10,12,388,174,1019,293,895,302,124,86
05000US17185,"Wabash County, IL",11414,0,11155,0,10725,27,10,13,1,5,170,53,0,19,0,19,249,59,47,43,202,47,259,0,131,66,0,19,0,19,17,28,0,19,26,41,85,68,85,68,0,19
05000US17187,"Warren County, IL",16887,0,15201,0,13951,92,652,210,44,32,245,201,13,28,54,84,242,111,30,38,212,108,1686,0,754,233,1,3,161,149,7,10,36,68,695,223,32,46,32,46,0,19
05000US17189,"Washington County, IL",13827,0,13622,0,13247,27,88,46,2,3,98,59,5,10,0,19,182,64,29,27,153,56,205,0,136,49,36,46,0,19,22,30,0,19,8,11,3,4,3,4,0,19
05000US17191,"Wayne County, IL",16250,0,15987,0,15626,5,183,64,6,6,51,33,0,19,3,5,118,51,0,19,118,51,263,0,59,64,0,19,8,14,0,19,0,19,196,67,0,19,0,19,0,19
05000US17193,"White County, IL",13959,0,13739,0,13414,17,105,32,11,14,76,18,2,4,0,19,131,42,18,17,113,38,220,0,102,50,0,19,6,10,0,19,0,19,71,56,41,49,41,49,0,19
05000US17195,"Whiteside County, IL",55932,0,48968,0,46864,96,589,172,61,30,302,54,67,54,4,9,1081,205,141,97,940,192,6964,0,4522,471,0,28,14,14,37,42,0,28,862,287,1529,378,970,330,559,231
05000US17197,"Will County, IL",696403,0,570101,0,432036,752,78222,1047,410,128,39220,898,69,40,1770,562,18374,1560,2138,572,16236,1450,126302,0,55776,2752,1399,381,2538,640,543,261,71,66,41576,2814,24399,2068,20416,2095,3983,754
05000US17199,"Williamson County, IL",67271,0,65413,0,59890,99,2717,288,127,54,887,94,0,28,72,72,1720,320,139,75,1581,306,1858,0,716,254,0,28,24,28,0,28,0,28,604,312,514,235,458,232,56,37
05000US17201,"Winnebago County, IL",285471,0,246844,0,191781,363,36624,869,197,76,8017,305,86,95,551,302,9588,844,1193,311,8395,838,38627,0,21077,1486,1337,654,541,237,51,44,15,20,8031,1224,7575,994,6403,929,1172,383
05000US17203,"Woodford County, IL",38571,0,37840,0,36741,48,289,67,6,8,161,82,0,25,10,10,633,113,39,54,594,99,731,0,425,188,0,25,10,13,7,10,0,25,243,215,46,40,37,33,9,12
16000US1700113,"Abingdon, IL",3586,385,3393,384,3302,396,63,72,0,12,0,12,0,12,0,12,28,42,0,12,28,42,193,154,172,139,0,12,0,12,0,12,0,12,21,33,0,12,0,12,0,12
16000US1700178,"Adair, IL",210,126,210,126,192,106,18,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1700191,"Adams, IL",47,55,47,55,47,55,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1700230,"Addieville, IL",359,81,359,81,348,83,0,12,0,12,0,12,0,12,0,12,11,11,3,6,8,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1700243,"Addison, IL",35999,43,21020,954,15927,1153,1588,438,18,32,2979,679,0,25,84,97,424,180,17,19,407,178,14979,953,6496,1098,114,120,205,176,43,77,0,25,5463,889,2658,852,2213,734,445,392
16000US1700295,"Adeline, IL",95,43,94,42,93,42,1,2,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,3,1,3,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1700516,"Albany, IL",771,165,739,157,716,152,10,18,0,12,0,12,0,12,0,12,13,14,4,6,9,12,32,32,23,26,0,12,0,12,0,12,0,12,3,7,6,9,0,12,6,9
16000US1700555,"Albers, IL",1431,200,1429,201,1387,205,0,12,0,12,6,7,0,12,0,12,36,54,0,12,36,54,2,6,0,12,0,12,0,12,0,12,0,12,0,12,2,6,2,6,0,12
16000US1700568,"Albion, IL",2122,180,2059,181,2022,179,0,12,0,12,15,11,0,12,0,12,22,23,0,12,22,23,63,18,11,16,0,12,33,32,0,12,0,12,8,12,11,18,0,12,11,18
16000US1700594,"Alden, IL",188,280,12,20,12,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,176,278,176,278,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1700646,"Aledo, IL",3860,84,3778,102,3634,117,69,36,0,12,26,33,0,12,0,12,49,45,0,12,49,45,82,44,51,37,0,12,0,12,6,10,0,12,15,21,10,21,10,21,0,12
16000US1700659,"Alexander, IL",263,134,263,134,257,134,0,12,0,12,0,12,0,12,0,12,6,9,6,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1700672,"Alexis, IL",735,166,696,147,656,140,0,12,0,12,0,12,0,12,0,12,40,34,0,12,40,34,39,53,37,53,0,12,0,12,0,12,0,12,0,12,2,3,2,3,0,12
16000US1700685,"Algonquin, IL",29869,55,26837,753,23095,749,754,360,14,17,2023,417,0,22,118,111,833,312,70,61,763,304,3032,751,1902,645,35,46,87,131,6,12,0,22,615,361,387,233,299,218,88,123
16000US1700737,"Alhambra, IL",627,154,614,152,609,151,0,12,3,6,0,12,0,12,0,12,2,4,0,12,2,4,13,22,0,12,0,12,13,22,0,12,0,12,0,12,0,12,0,12,0,12
16000US1700815,"Allendale, IL",709,156,647,144,633,143,0,12,0,12,7,10,0,12,0,12,7,10,5,10,2,3,62,49,0,12,0,12,0,12,17,28,0,12,2,4,43,54,43,54,0,12
16000US1700867,"Allenville, IL",111,59,90,34,90,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,37,21,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1700880,"Allerton, IL",226,56,226,56,197,50,19,23,0,12,2,3,0,12,0,12,8,10,0,12,8,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1700919,"Alma, IL",304,77,304,77,299,76,0,12,0,12,0,12,0,12,0,12,5,9,0,12,5,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1700958,"Alorton, IL",1864,388,1855,385,33,44,1806,388,0,12,0,12,8,14,0,12,8,11,8,11,0,12,9,14,0,12,0,12,0,12,0,12,0,12,0,12,9,14,9,14,0,12
16000US1700971,"Alpha, IL",731,158,648,130,585,129,2,3,0,12,0,12,0,12,14,21,47,34,38,33,9,11,83,80,9,13,0,12,0,12,0,12,0,12,0,12,74,79,74,79,0,12
16000US1700997,"Alsey, IL",172,56,172,56,166,53,6,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1701010,"Alsip, IL",19036,33,14358,800,8975,789,4468,852,40,57,404,240,0,19,94,95,377,200,18,29,359,197,4678,802,2382,620,0,19,81,153,0,19,0,19,1340,680,875,398,575,290,300,236
16000US1701049,"Altamont, IL",2327,256,2327,256,2318,255,0,12,0,12,0,12,0,12,5,8,4,6,0,12,4,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1701114,"Alton, IL",25902,34,25421,186,17378,770,6512,824,41,35,148,104,0,22,59,77,1283,415,27,25,1256,415,481,182,310,164,2,5,9,19,0,22,0,22,116,63,44,33,35,31,9,10
