geoid,name,B03002001,"B03002001, Error",B03002002,"B03002002, Error",B03002003,"B03002003, Error",B03002004,"B03002004, Error",B03002005,"B03002005, Error",B03002006,"B03002006, Error",B03002007,"B03002007, Error",B03002008,"B03002008, Error",B03002009,"B03002009, Error",B03002010,"B03002010, Error",B03002011,"B03002011, Error",B03002012,"B03002012, Error",B03002013,"B03002013, Error",B03002014,"B03002014, Error",B03002015,"B03002015, Error",B03002016,"B03002016, Error",B03002017,"B03002017, Error",B03002018,"B03002018, Error",B03002019,"B03002019, Error",B03002020,"B03002020, Error",B03002021,"B03002021, Error"
16000US1762757,"Ransom, IL",302,88,272,79,267,78,0,12,0,12,1,2,0,12,0,12,4,9,0,12,4,9,30,32,30,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1762783,"Rantoul, IL",12766,268,11143,471,6734,650,2399,613,33,33,199,149,0,19,0,19,1778,789,55,85,1723,785,1623,408,1115,358,101,95,0,19,0,19,0,19,118,124,289,206,232,189,57,81
16000US1762822,"Rapids City, IL",950,148,926,146,876,143,1,2,0,12,18,21,0,12,0,12,31,34,23,33,8,7,24,25,6,7,0,12,0,12,0,12,0,12,8,16,10,15,10,15,0,12
16000US1762848,"Raritan, IL",133,64,133,64,131,63,0,12,0,12,0,12,0,12,0,12,2,4,0,12,2,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1762965,"Raymond, IL",1000,261,999,260,957,253,0,12,6,9,24,26,0,12,0,12,12,31,0,12,12,31,1,5,1,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1763043,"Red Bud, IL",3704,20,3663,47,3637,52,0,12,0,12,0,12,14,21,0,12,12,17,0,12,12,17,41,43,0,12,0,12,0,12,0,12,0,12,0,12,41,43,41,43,0,12
16000US1763056,"Reddick, IL",181,60,177,61,177,61,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,5,0,12,0,12,0,12,0,12,0,12,2,3,2,3,2,3,0,12
16000US1763069,"Redmon, IL",152,42,148,41,140,36,0,12,0,12,8,14,0,12,0,12,0,12,0,12,0,12,4,6,0,12,0,12,0,12,0,12,0,12,4,6,0,12,0,12,0,12
16000US1763355,"Rentchler, IL",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1763382,"Rest Haven, IL",496,163,496,163,434,148,0,12,0,12,0,12,0,12,0,12,62,72,6,8,56,71,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1763420,"Reynolds, IL",673,187,665,185,645,173,1,4,0,12,3,5,0,12,0,12,16,28,0,12,16,28,8,10,7,9,0,12,0,12,0,12,0,12,0,12,1,4,0,12,1,4
16000US1763537,"Richfield, IL",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1763641,"Richmond, IL",2263,384,1980,339,1876,338,17,27,0,12,0,12,0,12,0,12,87,110,7,11,80,108,283,133,174,130,0,12,0,12,0,12,5,7,17,20,87,54,87,54,0,12
16000US1763706,"Richton Park, IL",12867,25,12597,160,984,265,11211,348,0,19,56,66,0,19,87,134,259,183,31,52,228,171,270,159,6,10,169,152,0,19,0,19,0,19,33,31,62,65,23,34,39,45
16000US1763719,"Richview, IL",261,63,261,63,232,48,3,6,0,12,0,12,0,12,0,12,26,31,6,10,20,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1763862,"Ridge Farm, IL",925,210,880,201,860,198,11,19,0,12,0,12,0,12,2,3,7,12,0,12,7,12,45,56,45,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1763875,"Ridgefield, IL",422,261,422,261,422,261,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1764005,"Ridgewood, IL",2879,642,811,349,372,183,413,279,0,12,8,15,0,12,0,12,18,26,0,12,18,26,2068,719,880,452,0,12,284,371,0,12,0,12,518,382,386,327,156,164,230,309
16000US1764018,"Ridgway, IL",708,139,694,141,641,132,0,12,0,12,5,9,0,12,0,12,48,44,0,12,48,44,14,20,14,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1764044,"Ridott, IL",128,57,128,57,128,57,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1764083,"Riggston, IL",17,26,17,26,17,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1764094,"Riley, IL",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1764135,"Ringwood, IL",713,193,691,187,668,177,20,28,0,12,2,5,0,12,0,12,1,3,0,12,1,3,22,24,19,24,3,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1764148,"Rio, IL",199,53,174,45,162,45,5,8,0,12,1,3,0,12,0,12,6,7,4,6,2,4,25,23,24,22,1,3,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1764174,"Ripley, IL",48,27,48,27,48,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1764239,"Ritchie, IL",124,85,79,60,75,55,0,12,0,12,0,12,0,12,0,12,4,12,0,12,4,12,45,56,45,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1764278,"Riverdale, IL",10909,283,9882,802,291,276,9552,789,12,20,3,5,0,19,0,19,24,28,0,19,24,28,1027,774,356,307,53,82,0,19,0,19,0,19,60,66,558,719,61,63,497,669
16000US1764304,"River Forest, IL",11742,23,10985,331,9550,501,436,217,0,19,538,255,0,19,41,67,420,184,114,107,306,183,757,327,330,166,36,55,0,19,20,41,0,19,219,190,152,148,40,40,112,141
16000US1764343,"River Grove, IL",10571,23,7070,628,6733,666,5,6,0,19,155,111,0,19,83,84,94,63,0,19,94,63,3501,630,1115,349,0,19,80,85,0,19,0,19,2132,706,174,126,165,126,9,14
16000US1764421,"Riverside, IL",9346,146,7153,592,6702,583,64,80,0,17,193,82,0,17,0,17,194,153,0,17,194,153,2193,579,778,320,0,17,128,151,38,58,0,17,304,150,945,571,715,544,230,212
16000US1764486,"Riverton, IL",3525,14,3525,14,3466,68,18,29,0,12,21,33,0,12,0,12,20,31,0,12,20,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1764538,"Riverwoods, IL",3742,185,3711,184,3448,185,26,36,0,12,180,99,0,12,23,34,34,37,9,14,25,34,31,31,25,29,0,12,0,12,0,12,0,12,2,6,4,5,4,5,0,12
16000US1764590,"Roanoke, IL",1831,292,1726,281,1695,279,4,7,0,12,0,12,0,12,0,12,27,20,3,6,24,19,105,102,105,102,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1764616,"Robbins, IL",4850,308,4574,257,311,254,4213,391,0,12,22,25,0,12,28,32,0,12,0,12,0,12,276,232,181,205,14,21,0,12,0,12,0,12,0,12,81,117,81,117,0,12
16000US1764655,"Roberts, IL",471,126,441,123,423,117,3,5,7,13,0,12,0,12,0,12,8,9,0,12,8,9,30,30,4,7,0,12,0,12,0,12,0,12,12,12,14,20,14,20,0,12
16000US1764707,"Robinson, IL",7264,316,6904,312,5911,323,931,174,2,3,0,17,0,17,5,8,55,54,0,17,55,54,360,48,258,76,16,22,27,37,0,17,0,17,15,28,44,47,33,33,11,17
16000US1764746,"Rochelle, IL",9380,35,7277,334,6749,337,238,168,52,53,25,24,0,17,0,17,213,90,12,19,201,90,2103,327,1274,355,0,17,8,16,0,17,0,17,105,78,716,263,664,275,52,73
16000US1764759,"Rochester, IL",3940,250,3863,264,3683,282,11,18,0,12,72,72,12,23,0,12,85,69,0,12,85,69,77,71,40,52,0,12,0,12,0,12,0,12,21,37,16,27,0,12,16,27
16000US1764811,"Rockbridge, IL",186,109,186,109,169,98,15,17,0,12,0,12,0,12,0,12,2,3,2,3,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1764837,"Rock City, IL",315,72,315,72,300,72,0,12,7,11,0,12,0,12,0,12,8,7,2,4,6,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1764902,"Rockdale, IL",2476,483,1424,416,1177,425,118,75,0,12,19,20,0,12,0,12,110,69,12,13,98,67,1052,328,500,152,16,20,0,12,21,34,0,12,374,241,141,123,80,52,61,84
16000US1764928,"Rock Falls, IL",8807,295,6909,470,6804,459,38,33,31,28,5,9,0,17,0,17,31,25,0,17,31,25,1898,355,944,314,0,17,8,11,16,23,0,17,318,202,612,347,517,329,95,77
16000US1765000,"Rockford, IL",148942,204,120896,1210,78264,1362,31285,1076,71,45,5280,477,73,93,347,217,5576,674,599,238,4977,658,28046,1166,15222,1314,1041,589,450,218,29,28,15,20,5794,1081,5495,913,4550,835,945,350
16000US1765078,"Rock Island, IL",37519,323,32383,706,22933,860,6411,619,76,49,1700,348,29,17,40,44,1194,353,44,35,1150,350,5136,632,2518,528,696,482,68,73,18,32,155,184,807,294,874,346,644,327,230,133
16000US1765104,"Rock Island Arsenal, IL",331,354,331,354,77,57,0,12,0,12,0,12,0,12,0,12,254,317,0,12,254,317,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1765130,"Rockport, IL",79,49,79,49,76,50,0,12,0,12,0,12,0,12,0,12,3,7,0,12,3,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1765156,"Rockton, IL",8051,588,7418,381,7138,400,41,65,10,17,128,108,0,17,38,66,63,74,50,72,13,20,633,583,532,570,0,17,0,17,0,17,0,17,8,16,93,105,83,98,10,16
16000US1765221,"Rockwood, IL",24,15,24,15,24,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1765338,"Rolling Meadows, IL",24300,561,17346,873,13650,813,811,459,0,22,2076,488,0,22,118,112,691,316,15,23,676,316,6954,869,2724,964,0,22,0,22,67,85,0,22,2564,851,1599,604,1569,609,30,39
16000US1765403,"Rome, IL",1556,335,1504,331,1492,325,0,12,0,12,0,12,0,12,0,12,12,19,0,12,12,19,52,61,36,52,0,12,0,12,0,12,0,12,16,28,0,12,0,12,0,12
16000US1765442,"Romeoville, IL",40099,54,26554,1330,18329,1161,4458,853,18,28,2340,496,7,14,90,103,1312,581,202,181,1110,498,13545,1335,5148,883,56,77,314,257,133,145,0,25,4733,1545,3161,1265,2861,1216,300,224
16000US1765481,"Roodhouse, IL",1553,189,1516,183,1483,187,8,11,0,12,0,12,3,6,0,12,22,20,12,18,10,11,37,42,0,12,0,12,0,12,0,12,0,12,0,12,37,42,37,42,0,12
16000US1765611,"Roscoe, IL",11092,713,10465,678,9237,714,603,394,0,19,437,231,0,19,0,19,188,123,29,46,159,108,627,281,195,118,0,19,0,19,0,19,0,19,58,50,374,250,351,248,23,26
16000US1765754,"Rose Hill, IL",70,44,69,44,68,44,0,12,0,12,1,3,0,12,0,12,0,12,0,12,0,12,1,3,0,12,0,12,0,12,0,12,0,12,0,12,1,3,1,3,0,12
16000US1765806,"Roselle, IL",23000,35,20843,768,18024,692,340,193,0,22,1914,488,0,22,8,15,557,238,126,136,431,201,2157,768,888,302,0,22,149,237,0,22,0,22,185,103,935,741,893,742,42,48
16000US1765819,"Rosemont, IL",4027,684,2035,412,1783,406,14,21,0,12,165,104,0,12,0,12,73,78,0,12,73,78,1992,634,1359,526,0,12,14,21,0,12,0,12,185,119,434,336,434,336,0,12
16000US1765845,"Roseville, IL",791,148,733,136,701,138,12,24,0,12,20,29,0,12,0,12,0,12,0,12,0,12,58,62,2,5,0,12,0,12,0,12,0,12,56,62,0,12,0,12,0,12
16000US1765884,"Rosewood Heights, IL",4061,359,3937,355,3841,355,41,47,0,12,0,12,0,12,0,12,55,63,0,12,55,63,124,78,61,57,0,12,0,12,0,12,0,12,13,20,50,58,30,49,20,32
16000US1765897,"Rosiclare, IL",955,228,909,214,909,214,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,46,50,46,50,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1765962,"Rossville, IL",1072,212,919,159,879,156,0,12,0,12,15,19,0,12,0,12,25,19,4,6,21,18,153,163,150,162,0,12,0,12,0,12,0,12,3,6,0,12,0,12,0,12
16000US1766027,"Round Lake, IL",18720,51,13708,920,9633,940,837,341,70,62,2303,551,0,19,218,222,647,314,171,172,476,262,5012,928,1980,690,45,58,129,201,123,184,14,21,1179,507,1542,684,1472,679,70,73
16000US1766040,"Round Lake Beach, IL",27412,38,13521,1119,10862,1097,1395,555,47,42,575,275,0,22,116,142,526,232,109,72,417,216,13891,1109,7457,1122,20,23,198,199,0,22,25,37,3974,1119,2217,912,2152,911,65,58
16000US1766053,"Round Lake Heights, IL",2791,502,1663,354,1224,248,270,244,0,12,93,61,0,12,0,12,76,58,0,12,76,58,1128,375,420,229,0,12,44,47,0,12,0,12,370,178,294,216,291,216,3,4
16000US1766066,"Round Lake Park, IL",7559,457,4291,685,3862,670,156,121,2,7,13,25,0,17,0,17,258,165,84,93,174,138,3268,482,1475,508,0,17,195,234,0,17,0,17,1105,587,493,250,454,244,39,65
16000US1766131,"Roxana, IL",1484,222,1452,224,1391,224,34,43,5,5,10,10,2,5,0,12,10,11,0,12,10,11,32,26,15,22,6,10,0,12,0,12,0,12,4,6,7,7,7,7,0,12
16000US1766157,"Royal, IL",382,93,382,93,344,81,33,61,0,12,0,12,0,12,0,12,5,7,0,12,5,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1766196,"Royal Lakes, IL",305,71,305,71,78,46,225,62,0,12,2,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1766209,"Royalton, IL",1102,168,1067,166,990,153,62,81,0,12,0,12,0,12,0,12,15,25,0,12,15,25,35,37,17,23,0,12,0,12,0,12,0,12,0,12,18,25,18,25,0,12
16000US1766287,"Ruma, IL",457,122,455,122,447,120,0,12,0,12,3,5,0,12,0,12,5,9,0,12,5,9,2,4,2,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1766339,"Rushville, IL",2489,338,2470,324,2360,272,76,100,0,12,15,25,0,12,0,12,19,29,0,12,19,29,19,32,17,32,2,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1766404,"Russellville, IL",92,55,92,55,70,29,7,19,0,12,0,12,0,12,0,12,15,33,0,12,15,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1766443,"Rutland, IL",209,52,200,50,199,50,0,12,0,12,0,12,0,12,0,12,1,2,0,12,1,2,9,9,5,7,0,12,0,12,0,12,0,12,4,5,0,12,0,12,0,12
16000US1766534,"Sadorus, IL",351,86,344,85,328,81,2,4,6,11,0,12,0,12,0,12,8,10,0,12,8,10,7,11,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1766599,"Sailor Springs, IL",93,48,92,49,91,49,0,12,0,12,0,12,0,12,0,12,1,2,0,12,1,2,1,2,0,12,0,12,0,12,0,12,0,12,1,2,0,12,0,12,0,12
16000US1766638,"St. Anne, IL",1195,237,1039,221,934,215,78,78,4,6,0,12,0,12,11,17,12,13,6,9,6,9,156,104,35,36,0,12,0,12,0,12,0,12,105,93,16,18,0,12,16,18
16000US1766677,"St. Augustine, IL",125,63,116,54,116,54,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,13,8,13,0,12,0,12,0,12,0,12,0,12,1,2,1,2,0,12
16000US1766703,"St. Charles, IL",32908,151,29925,902,25958,1109,1167,456,40,47,1833,765,20,37,7,12,900,352,251,195,649,320,2983,890,1780,745,23,27,49,56,0,25,0,25,676,487,455,192,402,186,53,51
16000US1766768,"St. David, IL",497,94,491,92,490,92,0,12,0,12,0,12,0,12,0,12,1,2,0,12,1,2,6,10,6,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1766794,"St. Elmo, IL",1561,295,1554,296,1538,297,6,9,0,12,0,12,0,12,0,12,10,12,5,9,5,8,7,26,7,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1766800,"Ste. Marie, IL",335,105,335,105,335,105,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1766833,"St. Francisville, IL",506,126,506,126,464,118,0,12,19,31,0,12,0,12,0,12,23,38,0,12,23,38,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1766859,"St. Jacob, IL",1538,249,1514,249,1482,246,0,12,0,12,5,7,0,12,2,4,25,28,0,12,25,28,24,20,22,21,0,12,0,12,0,12,0,12,0,12,2,3,2,3,0,12
16000US1766924,"St. Johns, IL",167,64,167,64,139,50,6,14,1,2,5,8,0,12,0,12,16,33,0,12,16,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1766950,"St. Joseph, IL",3888,342,3836,342,3692,401,2,4,7,13,98,102,0,12,0,12,37,61,0,12,37,61,52,49,52,49,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1766989,"St. Libory, IL",643,162,635,163,635,163,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,9,5,8,0,12,0,12,0,12,3,4,0,12,0,12,0,12,0,12
16000US1767132,"St. Peter, IL",370,78,370,78,366,76,0,12,0,12,0,12,0,12,0,12,4,9,0,12,4,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1767158,"St. Rose, IL",563,114,563,114,554,113,0,12,0,12,2,4,0,12,0,12,7,10,0,12,7,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1767236,"Salem, IL",7269,279,7237,279,6743,341,265,116,0,17,31,37,0,17,0,17,198,88,14,22,184,88,32,33,17,21,0,17,0,17,0,17,0,17,7,14,8,15,8,15,0,17
16000US1767372,"Sammons Point, IL",196,70,175,65,170,64,0,12,0,12,4,6,0,12,0,12,1,4,0,12,1,4,21,23,10,13,0,12,0,12,0,12,0,12,3,5,8,13,0,12,8,13
16000US1767444,"Sandoval, IL",1087,312,1029,304,957,306,7,11,0,12,1,2,0,12,17,29,47,28,0,12,47,28,58,62,10,13,0,12,0,12,0,12,0,12,0,12,48,62,48,62,0,12
16000US1767548,"Sandwich, IL",7182,283,6385,381,6275,402,6,9,10,13,72,77,0,17,0,17,22,51,0,17,22,51,797,256,453,254,0,17,0,17,0,17,0,17,338,220,6,26,3,12,3,14
16000US1767613,"San Jose, IL",539,108,524,106,492,102,3,4,3,5,11,17,0,12,0,12,15,14,0,12,15,14,15,19,12,17,0,12,0,12,0,12,0,12,0,12,3,5,3,5,0,12
16000US1767756,"Sauget, IL",189,100,189,100,173,95,4,6,1,2,1,3,0,12,0,12,10,15,0,12,10,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1767769,"Sauk Village, IL",9981,21,8876,343,1966,457,6435,589,14,23,56,58,21,32,0,17,384,298,11,19,373,298,1105,344,275,170,352,323,0,17,0,17,0,17,225,200,253,197,253,197,0,17
16000US1767795,"Saunemin, IL",407,100,399,99,389,98,0,12,0,12,8,18,0,12,0,12,2,4,0,12,2,4,8,10,8,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1767821,"Savanna, IL",3102,143,2848,170,2575,204,23,30,19,18,39,49,0,12,0,12,192,186,0,12,192,186,254,96,50,58,0,12,0,12,0,12,0,12,36,46,168,121,168,121,0,12
16000US1767860,"Savoy, IL",8793,147,8382,257,6622,436,451,256,0,17,1113,253,0,17,0,17,196,143,0,17,196,143,411,243,181,144,0,17,0,17,20,32,0,17,0,17,210,195,205,195,5,9
16000US1767873,"Sawyerville, IL",210,70,207,69,199,68,0,12,0,12,5,8,0,12,0,12,3,5,0,12,3,5,3,6,0,12,0,12,0,12,0,12,0,12,1,3,2,4,2,4,0,12
16000US1767912,"Saybrook, IL",688,161,676,159,666,156,0,12,0,12,0,12,0,12,0,12,10,14,0,12,10,14,12,17,4,8,0,12,0,12,0,12,0,12,8,14,0,12,0,12,0,12
16000US1767925,"Scales Mound, IL",445,95,440,94,425,92,5,8,3,4,0,12,2,3,0,12,5,7,0,12,5,7,5,7,0,12,0,12,0,12,0,12,0,12,2,4,3,6,3,6,0,12
16000US1768003,"Schaumburg, IL",78053,593,69519,1074,43528,1562,4364,1385,149,172,18892,1274,7,10,520,284,2059,516,578,278,1481,448,8534,1196,2323,494,146,113,340,231,123,123,0,28,2961,944,2641,843,2444,842,197,166
16000US1768081,"Schiller Park, IL",11680,26,8291,613,7071,875,183,162,0,19,908,478,0,19,11,17,118,149,15,25,103,147,3389,616,1199,568,13,21,0,19,0,19,0,19,1850,793,327,359,327,359,0,19
16000US1768120,"Schram City, IL",539,135,529,135,521,133,6,13,0,12,0,12,0,12,0,12,2,4,2,4,0,12,10,19,0,12,0,12,0,12,0,12,0,12,10,19,0,12,0,12,0,12
16000US1768198,"Sciota, IL",63,43,63,43,63,43,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1768328,"Scott AFB, IL",4219,535,3943,571,2819,569,795,484,0,12,84,57,0,12,5,7,240,136,0,12,240,136,276,226,223,172,4,6,0,12,0,12,0,12,8,14,41,72,0,12,41,72
16000US1768406,"Scottville, IL",94,44,92,42,92,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,5,2,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1768458,"Seaton, IL",257,84,257,84,248,82,0,12,0,12,0,12,0,12,0,12,9,17,0,12,9,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1768471,"Seatonville, IL",401,95,387,92,304,79,0,12,0,12,19,19,0,12,0,12,64,59,38,48,26,31,14,16,2,4,0,12,0,12,0,12,0,12,0,12,12,15,12,15,0,12
16000US1768510,"Secor, IL",257,53,242,54,230,52,0,12,0,12,4,6,0,12,0,12,8,12,0,12,8,12,15,20,1,2,0,12,0,12,0,12,0,12,3,6,11,18,8,13,3,5
16000US1768640,"Seneca, IL",2648,153,2437,194,2331,225,37,56,0,12,0,12,0,12,0,12,69,58,0,12,69,58,211,138,93,104,0,12,0,12,0,12,0,12,48,50,70,70,18,37,52,63
16000US1768679,"Serena, IL",220,176,107,88,0,12,0,12,0,12,0,12,0,12,0,12,107,88,0,12,107,88,113,145,113,145,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1768705,"Sesser, IL",1829,159,1766,159,1672,181,0,12,0,12,63,69,0,12,0,12,31,27,12,19,19,19,63,60,38,40,0,12,0,12,0,12,0,12,0,12,25,25,0,12,25,25
16000US1768809,"Seymour, IL",289,147,289,147,289,147,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1768822,"Shabbona, IL",881,164,846,152,814,148,13,13,0,12,2,4,0,12,0,12,17,16,0,12,17,16,35,50,3,5,0,12,0,12,0,12,0,12,32,50,0,12,0,12,0,12
16000US1768991,"Shannon, IL",786,117,752,113,725,109,0,12,0,12,8,10,0,12,0,12,19,15,5,7,14,14,34,30,25,25,5,7,0,12,0,12,0,12,4,5,0,12,0,12,0,12
16000US1769082,"Shawneetown, IL",1246,231,1188,229,1188,229,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,58,45,31,32,0,12,0,12,0,12,0,12,0,12,27,44,27,44,0,12
16000US1769147,"Sheffield, IL",825,150,799,147,761,142,9,10,0,12,0,12,0,12,0,12,29,32,27,31,2,5,26,30,26,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1769186,"Shelbyville, IL",4053,349,4013,348,3985,350,28,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,40,34,3,13,0,12,0,12,0,12,0,12,0,12,37,32,37,32,0,12
16000US1769212,"Sheldon, IL",1276,240,1270,241,1202,240,17,20,0,12,0,12,0,12,0,12,51,41,0,12,51,41,6,9,6,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1769277,"Sheridan, IL",2744,245,2470,229,1430,221,984,155,0,12,0,12,0,12,0,12,56,43,1,4,55,43,274,74,193,72,29,30,0,12,0,12,0,12,22,32,30,33,17,22,13,14
16000US1769342,"Sherman, IL",4061,375,3885,406,3567,482,266,318,0,12,0,12,0,12,0,12,52,75,0,12,52,75,176,123,176,123,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1769368,"Sherrard, IL",690,147,624,129,614,126,0,12,0,12,0,12,0,12,0,12,10,13,0,12,10,13,66,62,7,10,0,12,0,12,0,12,0,12,44,63,15,26,15,26,0,12
16000US1769524,"Shiloh, IL",13638,254,12804,524,8702,766,3316,862,33,60,231,164,0,19,17,37,505,302,75,167,430,229,834,416,268,187,100,97,0,19,0,19,0,19,118,116,348,306,128,141,220,244
16000US1769563,"Shipman, IL",678,171,668,173,650,164,0,12,0,12,0,12,0,12,0,12,18,25,0,12,18,25,10,13,10,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1769628,"Shirley, IL",76,67,44,43,44,43,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,32,47,0,12,0,12,0,12,0,12,0,12,0,12,32,47,1,2,31,46
16000US1769758,"Shorewood, IL",17947,46,16278,367,13826,821,889,348,0,19,635,287,0,19,375,412,553,263,0,19,553,263,1669,366,814,311,0,19,0,19,0,19,0,19,467,274,388,269,203,143,185,233
16000US1769797,"Shumway, IL",167,60,167,60,167,60,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1769810,"Sibley, IL",176,44,174,43,171,43,0,12,0,12,0,12,0,12,0,12,3,5,1,2,2,5,2,4,2,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1769836,"Sidell, IL",526,123,515,121,507,119,0,12,0,12,2,5,0,12,0,12,6,8,0,12,6,8,11,20,11,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1769875,"Sidney, IL",1040,162,1027,161,992,154,8,11,0,12,3,4,0,12,0,12,24,19,0,12,24,19,13,16,12,16,0,12,0,12,0,12,0,12,0,12,1,2,1,2,0,12
16000US1769914,"Sigel, IL",416,129,415,129,414,129,0,12,0,12,0,12,0,12,0,12,1,2,0,12,1,2,1,4,0,12,0,12,0,12,0,12,0,12,0,12,1,4,1,4,0,12
16000US1769979,"Silvis, IL",7942,25,6788,273,5784,414,509,251,7,8,241,158,16,23,0,17,231,166,0,17,231,166,1154,273,770,286,0,17,14,32,0,17,0,17,95,95,275,169,132,113,143,132
