STATE|STATEFP|COUNTYFP|COUNTYNAME|COUSUBFP|COUSUBNS|COUSUBNAME|CLASSFP|FUNCSTAT
IL|17|001|Adams County|05742|00428668|Beverly township|T1|A
IL|17|001|Adams County|10019|00428741|Burton township|T1|A
IL|17|001|Adams County|10890|00428754|Camp Point township|T1|A
IL|17|001|Adams County|14780|00428817|Clayton township|T1|A
IL|17|001|Adams County|15859|00428834|Columbus township|T1|A
IL|17|001|Adams County|16015|00428836|Concord township|T1|A
IL|17|001|Adams County|23412|00428956|Ellington township|T1|A
IL|17|001|Adams County|25258|00428989|Fall Creek township|T1|A
IL|17|001|Adams County|29288|00429053|Gilmer township|T1|A
IL|17|001|Adams County|35957|00429143|Honey Creek township|T1|A
IL|17|001|Adams County|36295|00429151|Houston township|T1|A
IL|17|001|Adams County|39220|00429198|Keene township|T1|A
IL|17|001|Adams County|43146|00429253|Liberty township|T1|A
IL|17|001|Adams County|43458|00429257|Lima township|T1|A
IL|17|001|Adams County|45746|00422226|McKee township|T1|A
IL|17|001|Adams County|48203|00429351|Melrose township|T1|A
IL|17|001|Adams County|48320|00429353|Mendon township|T1|A
IL|17|001|Adams County|53624|00429455|Northeast township|T1|A
IL|17|001|Adams County|58278|00429536|Payson township|T1|A
IL|17|001|Adams County|62380|00429611|Quincy township|T5|B
IL|17|001|Adams County|63550|00429629|Richfield township|T1|A
IL|17|001|Adams County|64408|00429646|Riverside township|T1|A
IL|17|001|Adams County|77057|00429857|Ursa township|T1|A
IL|17|003|Alexander County|90576|01928455|Cache precinct|Z1|N
IL|17|003|Alexander County|90612|01928457|Cairo precinct|Z1|N
IL|17|003|Alexander County|91980|01928563|McClure precinct|Z1|N
IL|17|003|Alexander County|92304|01928583|Olive Branch precinct|Z1|N
IL|17|003|Alexander County|93114|01928642|Sandusky precinct|Z1|N
IL|17|003|Alexander County|93402|01928658|Tamms precinct|Z1|N
IL|17|003|Alexander County|93420|01928659|Thebes precinct|Z1|N
IL|17|005|Bond County|09694|00428736|Burgess township|T1|A
IL|17|005|Bond County|12112|00428780|Central township|T1|A
IL|17|005|Bond County|40741|00429220|Lagrange township|T1|A
IL|17|005|Bond County|49321|00429368|Mills township|T1|A
IL|17|005|Bond County|51297|00429412|Mulberry Grove township|T1|A
IL|17|005|Bond County|55730|00429484|Old Ripley township|T1|A
IL|17|005|Bond County|60586|00429579|Pleasant Mound township|T1|A
IL|17|005|Bond County|69641|00429749|Shoal Creek township|T1|A
IL|17|005|Bond County|74418|00429823|Tamalco township|T1|A
IL|17|007|Boone County|05105|00428656|Belvidere township|T1|A
IL|17|007|Boone County|07302|00427934|Bonus township|T1|A
IL|17|007|Boone County|07328|00428694|Boone township|T1|A
IL|17|007|Boone County|10435|00428749|Caledonia township|T1|A
IL|17|007|Boone County|26441|00429007|Flora township|T1|A
IL|17|007|Boone County|42951|00429247|LeRoy township|T1|A
IL|17|007|Boone County|46318|00429315|Manchester township|T1|A
IL|17|007|Boone County|61158|00429591|Poplar Grove township|T1|A
IL|17|007|Boone County|71578|00429783|Spring township|T1|A
IL|17|009|Brown County|09291|00428729|Buckhorn township|T1|A
IL|17|009|Brown County|16262|00428841|Cooperstown township|T1|A
IL|17|009|Brown County|23308|00428954|Elkhorn township|T1|A
IL|17|009|Brown County|42561|00429239|Lee township|T1|A
IL|17|009|Brown County|49685|00429377|Missouri township|T1|A
IL|17|009|Brown County|51167|00429409|Mount Sterling township|T1|A
IL|17|009|Brown County|58330|00429538|Pea Ridge township|T1|A
IL|17|009|Brown County|64187|00429644|Ripley township|T1|A
IL|17|009|Brown County|77733|00429869|Versailles township|T1|A
IL|17|011|Bureau County|02076|00428599|Arispie township|T1|A
IL|17|011|Bureau County|05430|00428661|Berlin township|T1|A
IL|17|011|Bureau County|09668|00428735|Bureau township|T1|A
IL|17|011|Bureau County|14598|00428814|Clarion township|T1|A
IL|17|011|Bureau County|16028|00428837|Concord township|T1|A
IL|17|011|Bureau County|20539|00428908|Dover township|T1|A
IL|17|011|Bureau County|24790|00428985|Fairfield township|T1|A
IL|17|011|Bureau County|30146|00429057|Gold township|T1|A
IL|17|011|Bureau County|31602|00429081|Greenville township|T1|A
IL|17|011|Bureau County|32265|00429097|Hall township|T1|A
IL|17|011|Bureau County|37413|00429169|Indiantown township|T1|A
IL|17|011|Bureau County|41807|00429227|La Moille township|T1|A
IL|17|011|Bureau County|42665|00429243|Leepertown township|T1|A
IL|17|011|Bureau County|45928|00429306|Macon township|T1|A
IL|17|011|Bureau County|46435|00429318|Manlius township|T1|A
IL|17|011|Bureau County|49438|00429371|Milo township|T1|A
IL|17|011|Bureau County|49529|00429373|Mineral township|T1|A
IL|17|011|Bureau County|52012|00429426|Neponset township|T1|A
IL|17|011|Bureau County|55392|00429480|Ohio township|T1|A
IL|17|011|Bureau County|61912|00429605|Princeton township|T1|A
IL|17|011|Bureau County|68562|00429727|Selby township|T1|A
IL|17|011|Bureau County|78539|00429887|Walnut township|T1|A
IL|17|011|Bureau County|80268|00429915|Westfield township|T1|A
IL|17|011|Bureau County|81009|00429924|Wheatland township|T1|A
IL|17|011|Bureau County|83635|00429961|Wyanet township|T1|A
IL|17|013|Calhoun County|90360|01928445|Belleview precinct|Z1|N
IL|17|013|Calhoun County|90630|01928458|Carlin precinct|Z1|N
IL|17|013|Calhoun County|90900|01928469|Crater precinct|Z1|N
IL|17|013|Calhoun County|91350|01928502|Gilead precinct|Z1|N
IL|17|013|Calhoun County|91584|01928514|Hamburg precinct|Z1|N
IL|17|013|Calhoun County|91602|01928515|Hardin precinct|Z1|N
IL|17|013|Calhoun County|92502|01928602|Point precinct|Z1|N
IL|17|013|Calhoun County|92988|01928633|Richwood precinct|Z1|N
IL|17|015|Carroll County|12996|00428798|Cherry Grove-Shannon township|T1|A
IL|17|015|Carroll County|23321|00422233|Elkhorn Grove township|T1|A
IL|17|015|Carroll County|24881|00428986|Fairhaven township|T1|A
IL|17|015|Carroll County|27832|00429028|Freedom township|T1|A
IL|17|015|Carroll County|50894|00429402|Mount Carroll township|T1|A
IL|17|015|Carroll County|64892|00429655|Rock Creek-Lima township|T1|A
IL|17|015|Carroll County|67210|00429701|Salem township|T1|A
IL|17|015|Carroll County|67834|00429718|Savanna township|T1|A
IL|17|015|Carroll County|79020|00429897|Washington township|T1|A
IL|17|015|Carroll County|83076|00429951|Woodland township|T1|A
IL|17|015|Carroll County|83700|00429963|Wysox township|T1|A
IL|17|015|Carroll County|83908|00429968|York township|T1|A
IL|17|017|Cass County|01959|00428598|Arenzville township|T1|A
IL|17|017|Cass County|02518|00428608|Ashland township|T1|A
IL|17|017|Cass County|04364|00428644|Beardstown township|T1|A
IL|17|017|Cass County|06938|00428691|Bluff Springs township|T1|A
IL|17|017|Cass County|12463|00428788|Chandlerville township|T1|A
IL|17|017|Cass County|32148|00429093|Hagener township|T1|A
IL|17|017|Cass County|52662|00429439|Newmansville township|T1|A
IL|17|017|Cass County|57550|00429525|Panther Creek township|T1|A
IL|17|017|Cass County|59481|00429556|Philadelphia township|T1|A
IL|17|017|Cass County|67600|00429712|Sangamon Valley township|T1|A
IL|17|017|Cass County|78214|00429877|Virginia township|T1|A
IL|17|019|Champaign County|03246|00428627|Ayers township|T1|A
IL|17|019|Champaign County|08914|00428720|Brown township|T1|A
IL|17|019|Champaign County|12398|00428786|Champaign township|T1|A
IL|17|019|Champaign County|12411|00428787|Champaign City township|T5|B
IL|17|019|Champaign County|15482|00428830|Colfax township|T1|A
IL|17|019|Champaign County|15976|00428835|Compromise township|T1|A
IL|17|019|Champaign County|16080|00428839|Condit township|T1|A
IL|17|019|Champaign County|17588|00428856|Crittenden township|T1|A
IL|17|019|Champaign County|18121|00428864|Cunningham township|T5|B
IL|17|019|Champaign County|21566|00428928|East Bend township|T1|A
IL|17|019|Champaign County|33422|00429120|Harwood township|T1|A
IL|17|019|Champaign County|34189|00429129|Hensley township|T1|A
IL|17|019|Champaign County|39688|00429204|Kerr township|T1|A
IL|17|019|Champaign County|45187|00429290|Ludlow township|T1|A
IL|17|019|Champaign County|46149|00429309|Mahomet township|T1|A
IL|17|019|Champaign County|52376|00429433|Newcomb township|T1|A
IL|17|019|Champaign County|55288|00429479|Ogden township|T1|A
IL|17|019|Champaign County|59286|00429554|Pesotum township|T1|A
IL|17|019|Champaign County|59546|00429558|Philo township|T1|A
IL|17|019|Champaign County|62796|00429618|Rantoul township|T1|A
IL|17|019|Champaign County|62952|00429621|Raymond township|T1|A
IL|17|019|Champaign County|66547|00429691|Sadorus township|T1|A
IL|17|019|Champaign County|66963|00429698|St. Joseph township|T1|A
IL|17|019|Champaign County|68289|00429723|Scott township|T1|A
IL|17|019|Champaign County|69888|00429751|Sidney township|T1|A
IL|17|019|Champaign County|70382|00429757|Somer township|T1|A
IL|17|019|Champaign County|70863|00429768|South Homer township|T1|A
IL|17|019|Champaign County|72273|00429793|Stanton township|T1|A
IL|17|019|Champaign County|75627|00429835|Tolono township|T1|A
IL|17|019|Champaign County|77018|00429856|Urbana township|T1|A
IL|17|021|Christian County|02622|00428612|Assumption township|T1|A
IL|17|021|Christian County|04325|00428642|Bear Creek township|T1|A
IL|17|021|Christian County|09239|00428727|Buckhart township|T1|A
IL|17|021|Christian County|31641|00429082|Greenwood township|T1|A
IL|17|021|Christian County|38492|00429186|Johnson township|T1|A
IL|17|021|Christian County|39948|00429209|King township|T1|A
IL|17|021|Christian County|44251|00429272|Locust township|T1|A
IL|17|021|Christian County|47631|00429342|May township|T1|A
IL|17|021|Christian County|50686|00429397|Mosquito township|T1|A
IL|17|021|Christian County|50842|00429401|Mount Auburn township|T1|A
IL|17|021|Christian County|57485|00429524|Pana township|T1|A
IL|17|021|Christian County|61730|00429602|Prairieton township|T1|A
IL|17|021|Christian County|63797|00429637|Ricks township|T1|A
IL|17|021|Christian County|65598|00429669|Rosamond township|T1|A
IL|17|021|Christian County|70798|00429766|South Fork township|T1|A
IL|17|021|Christian County|72962|00429802|Stonington township|T1|A
IL|17|021|Christian County|74587|00429827|Taylorville township|T1|A
IL|17|023|Clark County|01465|00428591|Anderson township|T1|A
IL|17|023|Clark County|02908|00428618|Auburn township|T1|A
IL|17|023|Clark County|11631|00428772|Casey township|T1|A
IL|17|023|Clark County|18680|00428874|Darwin township|T1|A
IL|17|023|Clark County|20279|00428901|Dolson township|T1|A
IL|17|023|Clark County|20461|00428905|Douglas township|T1|A
IL|17|023|Clark County|38505|00429187|Johnson township|T1|A
IL|17|023|Clark County|47176|00429329|Marshall township|T1|A
IL|17|023|Clark County|47267|00429333|Martinsville township|T1|A
IL|17|023|Clark County|48229|00429352|Melrose township|T1|A
IL|17|023|Clark County|56302|00429499|Orange township|T1|A
IL|17|023|Clark County|57667|00429529|Parker township|T1|A
IL|17|023|Clark County|78279|00429878|Wabash township|T1|A
IL|17|023|Clark County|80294|00429916|Westfield township|T1|A
IL|17|023|Clark County|83934|00429969|York township|T1|A
IL|17|025|Clay County|05807|00428669|Bible Grove township|T1|A
IL|17|025|Clay County|06392|00428679|Blair township|T1|A
IL|17|025|Clay County|14728|00428816|Clay City township|T1|A
IL|17|025|Clay County|33266|00429117|Harter township|T1|A
IL|17|025|Clay County|36087|00429146|Hoosier township|T1|A
IL|17|025|Clay County|42158|00429234|Larkinsburg township|T1|A
IL|17|025|Clay County|44940|00429284|Louisville township|T1|A
IL|17|025|Clay County|56835|00429510|Oskaloosa township|T1|A
IL|17|025|Clay County|60261|00429573|Pixley township|T1|A
IL|17|025|Clay County|70486|00429760|Songer township|T1|A
IL|17|025|Clay County|72247|00429792|Stanford township|T1|A
IL|17|025|Clay County|83752|00429965|Xenia township|T1|A
IL|17|027|Clinton County|07926|00428705|Breese township|T1|A
IL|17|027|Clinton County|08732|00428716|Brookside township|T1|A
IL|17|027|Clinton County|11241|00428762|Carlyle township|T1|A
IL|17|027|Clinton County|14884|00428820|Clement township|T1|A
IL|17|027|Clinton County|21748|00428931|East Fork township|T1|A
IL|17|027|Clinton County|29054|00429050|Germantown township|T1|A
IL|17|027|Clinton County|37673|00429171|Irishtown township|T1|A
IL|17|027|Clinton County|40871|00429222|Lake township|T1|A
IL|17|027|Clinton County|44667|00429280|Looking Glass township|T1|A
IL|17|027|Clinton County|48476|00427930|Meridian township|T1|A
IL|17|027|Clinton County|67171|00429700|St. Rose township|T1|A
IL|17|027|Clinton County|67652|00427929|Santa Fe township|T1|A
IL|17|027|Clinton County|73365|00429808|Sugar Creek township|T1|A
IL|17|027|Clinton County|78344|00429880|Wade township|T1|A
IL|17|027|Clinton County|80996|00429923|Wheatfield township|T1|A
IL|17|029|Coles County|02570|00428610|Ashmore township|T1|A
IL|17|029|Coles County|12580|00428790|Charleston township|T1|A
IL|17|029|Coles County|22138|00428937|East Oakland township|T1|A
IL|17|029|Coles County|36555|00422230|Humboldt township|T1|A
IL|17|029|Coles County|36880|00429161|Hutton township|T1|A
IL|17|029|Coles County|40637|00429218|Lafayette township|T1|A
IL|17|029|Coles County|47566|00429340|Mattoon township|T1|A
IL|17|029|Coles County|50400|00429393|Morgan township|T1|A
IL|17|029|Coles County|54014|00429462|North Okaw township|T1|A
IL|17|029|Coles County|57615|00429527|Paradise township|T1|A
IL|17|029|Coles County|60469|00429577|Pleasant Grove township|T1|A
IL|17|029|Coles County|68718|00427931|Seven Hickory township|T1|A
IL|17|031|Cook County|00000|00000000|County subdivisions not defined|Z9|F
IL|17|031|Cook County|03831|00428638|Barrington township|T1|A
IL|17|031|Cook County|05586|00428666|Berwyn township|T5|B
IL|17|031|Cook County|06561|00428682|Bloom township|T1|A
IL|17|031|Cook County|07939|00428706|Bremen township|T1|A
IL|17|031|Cook County|10474|00428750|Calumet township|T1|A
IL|17|031|Cook County|14000|00428803|Chicago city|C5|F
IL|17|031|Cook County|14364|00428810|Cicero township|T5|C
IL|17|031|Cook County|23243|00428952|Elk Grove township|T1|A
IL|17|031|Cook County|24582|02394709|Evanston city|C5|F
IL|17|031|Cook County|32694|00429105|Hanover township|T1|A
IL|17|031|Cook County|42808|00429244|Lemont township|T1|A
IL|17|031|Cook County|43120|00429252|Leyden township|T1|A
IL|17|031|Cook County|45447|00429298|Lyons township|T1|A
IL|17|031|Cook County|46162|00429310|Maine township|T1|A
IL|17|031|Cook County|52909|00429445|New Trier township|T1|A
IL|17|031|Cook County|53013|00429447|Niles township|T1|A
IL|17|031|Cook County|53676|00429457|Northfield township|T1|A
IL|17|031|Cook County|54430|00429467|Norwood Park township|T1|A
IL|17|031|Cook County|54898|00429472|Oak Park township|T5|B
IL|17|031|Cook County|56614|00429505|Orland township|T1|A
IL|17|031|Cook County|57238|00429520|Palatine township|T1|A
IL|17|031|Cook County|57355|00429523|Palos township|T1|A
IL|17|031|Cook County|62133|00429608|Proviso township|T1|A
IL|17|031|Cook County|63498|00429628|Rich township|T1|A
IL|17|031|Cook County|64317|00429645|River Forest township|T5|B
IL|17|031|Cook County|64434|00429647|Riverside township|T1|A
IL|17|031|Cook County|68016|00429720|Schaumburg township|T1|A
IL|17|031|Cook County|72689|00429798|Stickney township|T1|A
IL|17|031|Cook County|75198|00422238|Thornton township|T1|A
IL|17|031|Cook County|81100|00429927|Wheeling township|T1|A
IL|17|031|Cook County|83531|00429958|Worth township|T1|A
IL|17|033|Crawford County|35970|00429144|Honey Creek township|T1|A
IL|17|033|Crawford County|36854|00429160|Hutsonville township|T1|A
IL|17|033|Crawford County|41833|00429229|Lamotte township|T1|A
IL|17|033|Crawford County|43315|00429256|Licking township|T1|A
IL|17|033|Crawford County|47202|00429330|Martin township|T1|A
IL|17|033|Crawford County|50205|00429388|Montgomery township|T1|A
IL|17|033|Crawford County|55119|00429474|Oblong township|T1|A
IL|17|033|Crawford County|61470|00429594|Prairie township|T1|A
IL|17|033|Crawford County|64720|00429651|Robinson township|T1|A
IL|17|033|Crawford County|71344|00429780|Southwest township|T1|A
IL|17|035|Cumberland County|16587|00428849|Cottonwood township|T1|A
IL|17|035|Cumberland County|17640|00428858|Crooked Creek township|T1|A
IL|17|035|Cumberland County|31537|00429080|Greenup township|T1|A
IL|17|035|Cumberland County|51993|00429425|Neoga township|T1|A
IL|17|035|Cumberland County|72143|00429790|Spring Point township|T1|A
IL|17|035|Cumberland County|73729|00429817|Sumpter township|T1|A
IL|17|035|Cumberland County|76641|00429850|Union township|T1|A
IL|17|035|Cumberland County|82959|00429950|Woodbury township|T1|A
IL|17|037|DeKalb County|00386|00428573|Afton township|T1|A
IL|17|037|DeKalb County|14988|00428821|Clinton township|T1|A
IL|17|037|DeKalb County|16483|00422242|Cortland township|T1|A
IL|17|037|DeKalb County|19174|00428884|DeKalb township|T1|A
IL|17|037|DeKalb County|27650|00429025|Franklin township|T1|A
IL|17|037|DeKalb County|28911|00429047|Genoa township|T1|A
IL|17|037|DeKalb County|40078|00429210|Kingston township|T1|A
IL|17|037|DeKalb County|46292|00429314|Malta township|T1|A
IL|17|037|DeKalb County|47696|00429345|Mayfield township|T1|A
IL|17|037|DeKalb County|48983|00429362|Milan township|T1|A
IL|17|037|DeKalb County|58200|00429535|Paw Paw township|T1|A
IL|17|037|DeKalb County|59676|00429561|Pierce township|T1|A
IL|17|037|DeKalb County|67561|00429710|Sandwich township|T1|A
IL|17|037|DeKalb County|68835|00429734|Shabbona township|T1|A
IL|17|037|DeKalb County|70473|00429759|Somonauk township|T1|A
IL|17|037|DeKalb County|70837|00429767|South Grove township|T1|A
IL|17|037|DeKalb County|72182|00429791|Squaw Grove township|T1|A
IL|17|037|DeKalb County|74236|00429820|Sycamore township|T1|A
IL|17|037|DeKalb County|77798|00429870|Victor township|T1|A
IL|17|039|De Witt County|03714|00428634|Barnett township|T1|A
IL|17|039|De Witt County|15014|00428822|Clintonia township|T1|A
IL|17|039|De Witt County|17302|00428853|Creek township|T1|A
IL|17|039|De Witt County|19785|00428894|De Witt township|T1|A
IL|17|039|De Witt County|33058|00429112|Harp township|T1|A
IL|17|039|De Witt County|53117|00429449|Nixon township|T1|A
IL|17|039|De Witt County|66469|00429689|Rutledge township|T1|A
IL|17|039|De Witt County|67639|00429713|Santa Anna township|T1|A
IL|17|039|De Witt County|74769|00429831|Texas township|T1|A
IL|17|039|De Witt County|76342|00429846|Tunbridge township|T1|A
IL|17|039|De Witt County|78786|00429892|Wapella township|T1|A
IL|17|039|De Witt County|79462|00429906|Waynesville township|T1|A
IL|17|039|De Witt County|82140|00429942|Wilson township|T1|A
IL|17|041|Douglas County|01894|00428597|Arcola township|T1|A
IL|17|041|Douglas County|07458|00428695|Bourbon township|T1|A
IL|17|041|Douglas County|07497|00428697|Bowdre township|T1|A
IL|17|041|Douglas County|10604|00428751|Camargo township|T1|A
IL|17|041|Douglas County|28755|00429043|Garrett township|T1|A
IL|17|041|Douglas County|51427|00429414|Murdock township|T1|A
IL|17|041|Douglas County|52636|00429438|Newman township|T1|A
IL|17|041|Douglas County|67730|00429716|Sargent township|T1|A
IL|17|041|Douglas County|76420|00429847|Tuscola township|T1|A
IL|17|043|DuPage County|00250|00428571|Addison township|T1|A
IL|17|043|DuPage County|06600|00428683|Bloomingdale township|T1|A
IL|17|043|DuPage County|14000|00428803|Chicago city|C5|F
IL|17|043|DuPage County|20604|00428909|Downers Grove township|T1|A
IL|17|043|DuPage County|43952|00429264|Lisle township|T1|A
IL|17|043|DuPage County|49451|00429372|Milton township|T1|A
IL|17|043|DuPage County|51635|00429419|Naperville township|T1|A
IL|17|043|DuPage County|79410|00429905|Wayne township|T1|A
IL|17|043|DuPage County|82413|00429945|Winfield township|T1|A
IL|17|043|DuPage County|83947|00429970|York township|T1|A
IL|17|045|Edgar County|08901|00428719|Brouilletts Creek township|T1|A
IL|17|045|Edgar County|09213|00428726|Buck township|T1|A
IL|17|045|Edgar County|22502|00428941|Edgar township|T1|A
IL|17|045|Edgar County|22912|00428946|Elbridge township|T1|A
IL|17|045|Edgar County|23958|00428966|Embarrass township|T1|A
IL|17|045|Edgar County|30822|00422253|Grandview township|T1|A
IL|17|045|Edgar County|36685|00429156|Hunter township|T1|A
IL|17|045|Edgar County|38999|00429195|Kansas township|T1|A
IL|17|045|Edgar County|57641|00429528|Paris township|T1|A
IL|17|045|Edgar County|61483|00429595|Prairie township|T1|A
IL|17|045|Edgar County|65923|00429675|Ross township|T1|A
IL|17|045|Edgar County|69498|00429744|Shiloh township|T1|A
IL|17|045|Edgar County|73092|00429804|Stratton township|T1|A
IL|17|045|Edgar County|74288|00429821|Symmes township|T1|A
IL|17|045|Edgar County|84064|00429972|Young America township|T1|A
IL|17|047|Edwards County|90039|01928424|Albion No. 1 precinct|Z1|N
IL|17|047|Edwards County|90041|01928425|Albion No. 2 precinct|Z1|N
IL|17|047|Edwards County|90044|01928426|Albion No. 3 precinct|Z1|N
IL|17|047|Edwards County|90486|01928450|Bone Gap precinct|Z1|N
IL|17|047|Edwards County|90540|01928453|Browns precinct|Z1|N
IL|17|047|Edwards County|90954|01928471|Dixon precinct|Z1|N
IL|17|047|Edwards County|91152|01928491|Ellery precinct|Z1|N
IL|17|047|Edwards County|91296|01928499|French Creek precinct|Z1|N
IL|17|047|Edwards County|93081|01928639|Salem No. 1 precinct|Z1|N
IL|17|047|Edwards County|93084|01928640|Salem No. 2 precinct|Z1|N
IL|17|047|Edwards County|93153|01928645|Shelby No. 1 precinct|Z1|N
IL|17|047|Edwards County|93156|01928646|Shelby No. 2 precinct|Z1|N
IL|17|049|Effingham County|03558|00428632|Banner township|T1|A
IL|17|049|Effingham County|06145|00428676|Bishop township|T1|A
IL|17|049|Effingham County|20474|00428906|Douglas township|T1|A
IL|17|049|Effingham County|38063|00429178|Jackson township|T1|A
IL|17|049|Effingham County|43159|00429254|Liberty township|T1|A
IL|17|049|Effingham County|45161|00429289|Lucas township|T1|A
IL|17|049|Effingham County|47462|00429337|Mason township|T1|A
IL|17|049|Effingham County|49763|00429378|Moccasin township|T1|A
IL|17|049|Effingham County|50725|00429398|Mound township|T1|A
IL|17|049|Effingham County|66807|00429696|St. Francis township|T1|A
IL|17|049|Effingham County|73651|00429814|Summit township|T1|A
IL|17|049|Effingham County|74756|00429830|Teutopolis township|T1|A
IL|17|049|Effingham County|76654|00429851|Union township|T1|A
IL|17|049|Effingham County|79254|00429901|Watson township|T1|A
IL|17|049|Effingham County|79891|00429910|West township|T1|A
IL|17|051|Fayette County|03155|00428624|Avena township|T1|A
IL|17|051|Fayette County|04377|00428645|Bear Grove township|T1|A
IL|17|051|Fayette County|07562|00428700|Bowling Green township|T1|A
IL|17|051|Fayette County|11501|00428769|Carson township|T1|A
IL|17|051|Fayette County|36802|00429159|Hurricane township|T1|A
IL|17|051|Fayette County|39116|00429197|Kaskaskia township|T1|A
IL|17|051|Fayette County|40533|00429215|La Clede township|T1|A
IL|17|051|Fayette County|44459|00429276|Lone Grove township|T1|A
IL|17|051|Fayette County|44901|00429283|Loudon township|T1|A
IL|17|051|Fayette County|56913|00429512|Otego township|T1|A
IL|17|051|Fayette County|61106|00429590|Pope township|T1|A
IL|17|051|Fayette County|62640|00429616|Ramsey township|T1|A
IL|17|051|Fayette County|68549|00429726|Sefton township|T1|A
IL|17|051|Fayette County|68601|00429728|Seminary township|T1|A
IL|17|051|Fayette County|68926|00429735|Shafter township|T1|A
IL|17|051|Fayette County|69017|00429736|Sharon township|T1|A
IL|17|051|Fayette County|70876|00429769|South Hurricane township|T1|A
IL|17|051|Fayette County|77330|00429862|Vandalia township|T1|A
IL|17|051|Fayette County|81022|00429925|Wheatland township|T1|A
IL|17|051|Fayette County|81568|00429934|Wilberton township|T1|A
IL|17|053|Ford County|07978|00428707|Brenton township|T1|A
IL|17|053|Ford County|10214|00428746|Button township|T1|A
IL|17|053|Ford County|20110|00428898|Dix township|T1|A
IL|17|053|Ford County|20799|00428911|Drummer township|T1|A
IL|17|053|Ford County|45252|00429292|Lyman township|T1|A
IL|17|053|Ford County|49919|00429381|Mona township|T1|A
IL|17|053|Ford County|58122|00429533|Patton township|T1|A
IL|17|053|Ford County|58317|00429537|Peach Orchard township|T1|A
IL|17|053|Ford County|58512|00429542|Pella township|T1|A
IL|17|053|Ford County|65273|00429664|Rogers township|T1|A
IL|17|053|Ford County|73521|00429813|Sullivant township|T1|A
IL|17|053|Ford County|78474|00429885|Wall township|T1|A
IL|17|055|Franklin County|03818|00428637|Barren township|T1|A
IL|17|055|Franklin County|05313|00428659|Benton township|T1|A
IL|17|055|Franklin County|08940|00428721|Browning township|T1|A
IL|17|055|Franklin County|11813|00428777|Cave township|T1|A
IL|17|055|Franklin County|19421|00428888|Denning township|T1|A
IL|17|055|Franklin County|21735|00428930|Eastern township|T1|A
IL|17|055|Franklin County|24686|00428984|Ewing township|T1|A
IL|17|055|Franklin County|27611|00429023|Frankfort township|T1|A
IL|17|055|Franklin County|30406|00429059|Goode township|T1|A
IL|17|055|Franklin County|53637|00429456|Northern township|T1|A
IL|17|055|Franklin County|70070|00429754|Six Mile township|T1|A
IL|17|055|Franklin County|76576|00429849|Tyrone township|T1|A
IL|17|057|Fulton County|02648|00428613|Astoria township|T1|A
IL|17|057|Fulton County|03584|00428633|Banner township|T1|A
IL|17|057|Fulton County|05469|00428662|Bernadotte township|T1|A
IL|17|057|Fulton County|09265|00428728|Buckheart township|T1|A
IL|17|057|Fulton County|11020|00428758|Canton township|T1|A
IL|17|057|Fulton County|11696|00428775|Cass township|T1|A
IL|17|057|Fulton County|18979|00428880|Deerfield township|T1|A
IL|17|057|Fulton County|23542|00428958|Ellisville township|T1|A
IL|17|057|Fulton County|25076|00428988|Fairview township|T1|A
IL|17|057|Fulton County|25427|00428992|Farmers township|T1|A
IL|17|057|Fulton County|25544|00428993|Farmington township|T1|A
IL|17|057|Fulton County|33110|00429113|Harris township|T1|A
IL|17|057|Fulton County|37842|00429175|Isabel township|T1|A
IL|17|057|Fulton County|38713|00429191|Joshua township|T1|A
IL|17|057|Fulton County|39714|00429205|Kerton township|T1|A
IL|17|057|Fulton County|42574|00429240|Lee township|T1|A
IL|17|057|Fulton County|43068|00429250|Lewistown township|T1|A
IL|17|057|Fulton County|44134|00429269|Liverpool township|T1|A
IL|17|057|Fulton County|56588|00429504|Orion township|T1|A
IL|17|057|Fulton County|60430|00429576|Pleasant township|T1|A
IL|17|057|Fulton County|62276|00429609|Putman township|T1|A
IL|17|057|Fulton County|76667|00429852|Union township|T1|A
IL|17|057|Fulton County|77655|00429867|Vermont township|T1|A
IL|17|057|Fulton County|79137|00429900|Waterford township|T1|A
IL|17|057|Fulton County|83089|00429952|Woodland township|T1|A
IL|17|057|Fulton County|84077|00429973|Young Hickory township|T1|A
IL|17|059|Gallatin County|02427|00428604|Asbury township|T1|A
IL|17|059|Gallatin County|07536|00428698|Bowlesville township|T1|A
IL|17|059|Gallatin County|21449|00428925|Eagle Creek township|T1|A
IL|17|059|Gallatin County|24361|00428975|Equality township|T1|A
IL|17|059|Gallatin County|30302|00429058|Gold Hill township|T1|A
IL|17|059|Gallatin County|52519|00429436|New Haven township|T1|A
IL|17|059|Gallatin County|53702|00429458|North Fork township|T1|A
IL|17|059|Gallatin County|56016|00429489|Omaha township|T1|A
IL|17|059|Gallatin County|64031|00429640|Ridgway township|T1|A
IL|17|059|Gallatin County|69069|00429737|Shawnee township|T1|A
IL|17|061|Greene County|02700|00428614|Athensville township|T1|A
IL|17|061|Greene County|06860|00428690|Bluffdale township|T1|A
IL|17|061|Greene County|11475|00428768|Carrollton township|T1|A
IL|17|061|Greene County|38882|00429193|Kane township|T1|A
IL|17|061|Greene County|43809|00429261|Linder township|T1|A
IL|17|061|Greene County|58096|00429532|Patterson township|T1|A
IL|17|061|Greene County|64824|00429653|Rockbridge township|T1|A
IL|17|061|Greene County|65494|00429667|Roodhouse township|T1|A
