STATE|STATEFP|COUNTYFP|COUNTYNAME|COUSUBFP|COUSUBNS|COUSUBNAME|CLASSFP|FUNCSTAT
IL|17|143|Peoria County|08316|00428710|Brimfield township|T1|A
IL|17|143|Peoria County|14130|00428806|Chillicothe township|T1|A
IL|17|143|Peoria County|23711|00428962|Elmwood township|T1|A
IL|17|143|Peoria County|32304|00429098|Hallock township|T1|A
IL|17|143|Peoria County|35645|00429141|Hollis township|T1|A
IL|17|143|Peoria County|38765|00429192|Jubilee township|T1|A
IL|17|143|Peoria County|39818|00429207|Kickapoo township|T1|A
IL|17|143|Peoria County|43523|00429259|Limestone township|T1|A
IL|17|143|Peoria County|44342|00429274|Logan township|T1|A
IL|17|143|Peoria County|48099|00429350|Medina township|T1|A
IL|17|143|Peoria County|49113|00429365|Millbrook township|T1|A
IL|17|143|Peoria County|59013|00429548|Peoria City township|T1|A
IL|17|143|Peoria County|61938|00429606|Princeville township|T1|A
IL|17|143|Peoria County|62510|00429614|Radnor township|T1|A
IL|17|143|Peoria County|63771|00422224|Richwoods township|T1|A
IL|17|143|Peoria County|65715|00429673|Rosefield township|T1|A
IL|17|143|Peoria County|75289|00429833|Timber township|T1|A
IL|17|143|Peoria County|76121|00429842|Trivoli township|T1|A
IL|17|143|Peoria County|80749|00429920|West Peoria township|T1|A
IL|17|145|Perry County|90342|01928443|Beaucoup precinct|Z1|N
IL|17|145|Perry County|90936|01928470|Cutler precinct|Z1|N
IL|17|145|Perry County|91010|01928474|Du Quoin No. 1 precinct|Z1|N
IL|17|145|Perry County|91011|01928478|Du Quoin No. 2 precinct|Z1|N
IL|17|145|Perry County|91012|01928479|Du Quoin No. 3 precinct|Z1|N
IL|17|145|Perry County|91013|01928480|Du Quoin No. 4 precinct|Z1|N
IL|17|145|Perry County|91014|01928481|Du Quoin No. 5 precinct|Z1|N
IL|17|145|Perry County|91015|01928482|Du Quoin No. 6 precinct|Z1|N
IL|17|145|Perry County|91016|01928483|Du Quoin No. 7 precinct|Z1|N
IL|17|145|Perry County|91017|01928484|Du Quoin No. 8 precinct|Z1|N
IL|17|145|Perry County|91018|01928485|Du Quoin No. 9 precinct|Z1|N
IL|17|145|Perry County|91019|01928475|Du Quoin No. 10 precinct|Z1|N
IL|17|145|Perry County|91020|01928476|Du Quoin No. 11 precinct|Z1|N
IL|17|145|Perry County|91021|01928477|Du Quoin No. 12 precinct|Z1|N
IL|17|145|Perry County|92468|01928593|Pinckneyville No. 1 precinct|Z1|N
IL|17|145|Perry County|92469|01928594|Pinckneyville No. 2 precinct|Z1|N
IL|17|145|Perry County|92470|01928595|Pinckneyville No. 3 precinct|Z1|N
IL|17|145|Perry County|92471|01928596|Pinckneyville No. 4 precinct|Z1|N
IL|17|145|Perry County|92472|01928597|Pinckneyville No. 5 precinct|Z1|N
IL|17|145|Perry County|92473|01928598|Pinckneyville No. 6 precinct|Z1|N
IL|17|145|Perry County|92474|01928599|Pinckneyville No. 7 precinct|Z1|N
IL|17|145|Perry County|92475|01928600|Pinckneyville No. 8 precinct|Z1|N
IL|17|145|Perry County|93330|01928653|Sunfield precinct|Z1|N
IL|17|145|Perry County|93348|01928654|Swanwick precinct|Z1|N
IL|17|145|Perry County|93384|01928656|Tamaroa No. 1 precinct|Z1|N
IL|17|145|Perry County|93386|01928657|Tamaroa No. 2 precinct|Z1|N
IL|17|145|Perry County|93762|01928679|Willisville precinct|Z1|N
IL|17|147|Piatt County|05157|00428657|Bement township|T1|A
IL|17|147|Piatt County|06808|00428689|Blue Ridge township|T1|A
IL|17|147|Piatt County|12275|00428783|Cerro Gordo township|T1|A
IL|17|147|Piatt County|30523|00429061|Goose Creek township|T1|A
IL|17|147|Piatt County|50257|00429390|Monticello township|T1|A
IL|17|147|Piatt County|67587|00429711|Sangamon township|T1|A
IL|17|147|Piatt County|76888|00429855|Unity township|T1|A
IL|17|147|Piatt County|81906|00429938|Willow Branch township|T1|A
IL|17|149|Pike County|02791|00428617|Atlas township|T1|A
IL|17|149|Pike County|03974|00428639|Barry township|T1|A
IL|17|149|Pike County|12359|00428785|Chambersburg township|T1|A
IL|17|149|Pike County|14390|00428811|Cincinnati township|T1|A
IL|17|149|Pike County|19577|00428891|Derry township|T1|A
IL|17|149|Pike County|19694|00428893|Detroit township|T1|A
IL|17|149|Pike County|24972|00428987|Fairmount township|T1|A
IL|17|149|Pike County|26415|00429006|Flint township|T1|A
IL|17|149|Pike County|31784|00429085|Griggsville township|T1|A
IL|17|149|Pike County|32070|00429092|Hadley township|T1|A
IL|17|149|Pike County|32863|00429107|Hardin township|T1|A
IL|17|149|Pike County|39935|00429208|Kinderhook township|T1|A
IL|17|149|Pike County|43003|00429249|Levee township|T1|A
IL|17|149|Pike County|47241|00429332|Martinsburg township|T1|A
IL|17|149|Pike County|50192|00429387|Montezuma township|T1|A
IL|17|149|Pike County|52259|00429432|Newburg township|T1|A
IL|17|149|Pike County|52818|00429442|New Salem township|T1|A
IL|17|149|Pike County|58356|00429539|Pearl township|T1|A
IL|17|149|Pike County|59169|00429550|Perry township|T1|A
IL|17|149|Pike County|60235|00429572|Pittsfield township|T1|A
IL|17|149|Pike County|60547|00429578|Pleasant Hill township|T1|A
IL|17|149|Pike County|60651|00429581|Pleasant Vale township|T1|A
IL|17|149|Pike County|65936|00429676|Ross township|T1|A
IL|17|149|Pike County|71617|00429785|Spring Creek township|T1|A
IL|17|151|Pope County|91116|01928489|Eddyville No. 6 precinct|Z1|N
IL|17|151|Pope County|91386|01928504|Golconda No. 1 precinct|Z1|N
IL|17|151|Pope County|91404|01928505|Golconda No. 2 precinct|Z1|N
IL|17|151|Pope County|91422|01928506|Golconda No. 3 precinct|Z1|N
IL|17|151|Pope County|91746|01928546|Jefferson No. 4 precinct|Z1|N
IL|17|151|Pope County|93654|01928675|Webster No. 5 precinct|Z1|N
IL|17|153|Pulaski County|90108|01928430|America precinct|Z1|N
IL|17|153|Pulaski County|91476|01928509|Grand Chain precinct|Z1|N
IL|17|153|Pulaski County|91800|01928550|Karnak precinct|Z1|N
IL|17|153|Pulaski County|92178|01928575|Mound City precinct|Z1|N
IL|17|153|Pulaski County|92196|01928576|Mounds precinct|Z1|N
IL|17|153|Pulaski County|92322|01928584|Olmsted precinct|Z1|N
IL|17|153|Pulaski County|92412|01928588|Perks precinct|Z1|N
IL|17|153|Pulaski County|92952|01928631|Pulaski precinct|Z1|N
IL|17|153|Pulaski County|93474|01928662|Ullin precinct|Z1|N
IL|17|153|Pulaski County|93564|01928668|Villa Ridge precinct|Z1|N
IL|17|153|Pulaski County|93744|01928678|Wetaug precinct|Z1|N
IL|17|155|Putnam County|31030|00429073|Granville township|T1|A
IL|17|155|Putnam County|34124|00429127|Hennepin township|T1|A
IL|17|155|Putnam County|46123|00429308|Magnolia township|T1|A
IL|17|155|Putnam County|68627|00429729|Senachwine township|T1|A
IL|17|157|Randolph County|90306|01928442|Baldwin precinct|Z1|N
IL|17|157|Randolph County|90504|01928451|Bremen precinct|Z1|N
IL|17|157|Randolph County|90522|01928452|Brewerville precinct|Z1|N
IL|17|157|Randolph County|90702|01928460|Central precinct|Z1|N
IL|17|157|Randolph County|90738|01928462|Chester precinct|Z1|N
IL|17|157|Randolph County|90864|01928468|Coulterville precinct|Z1|N
IL|17|157|Randolph County|91170|01928492|Ellis Grove precinct|Z1|N
IL|17|157|Randolph County|91206|01928494|Evansville precinct|Z1|N
IL|17|157|Randolph County|91818|01928551|Kaskaskia precinct|Z1|N
IL|17|157|Randolph County|92358|01928586|Palestine precinct|Z1|N
IL|17|157|Randolph County|92394|01928587|Percy precinct|Z1|N
IL|17|157|Randolph County|92520|01928603|Prairie du Rocher precinct|Z1|N
IL|17|157|Randolph County|92970|01928632|Red Bud precinct|Z1|N
IL|17|157|Randolph County|93042|01928636|Rockwood precinct|Z1|N
IL|17|157|Randolph County|93060|01928637|Ruma precinct|Z1|N
IL|17|157|Randolph County|93222|01928648|Sparta precinct|Z1|N
IL|17|157|Randolph County|93240|01928649|Steeleville precinct|Z1|N
IL|17|157|Randolph County|93438|01928660|Tilden precinct|Z1|N
IL|17|157|Randolph County|93600|01928670|Walsh precinct|Z1|N
IL|17|157|Randolph County|93834|01928683|Wine Hill precinct|Z1|N
IL|17|159|Richland County|07289|00422235|Bonpas township|T1|A
IL|17|159|Richland County|14546|00428813|Claremont township|T1|A
IL|17|159|Richland County|18862|00428878|Decker township|T1|A
IL|17|159|Richland County|19486|00428889|Denver township|T1|A
IL|17|159|Richland County|29028|00429049|German township|T1|A
IL|17|159|Richland County|46006|00429307|Madison township|T1|A
IL|17|159|Richland County|53156|00429450|Noble township|T1|A
IL|17|159|Richland County|55925|00429488|Olney township|T1|A
IL|17|159|Richland County|61847|00429604|Preston township|T1|A
IL|17|161|Rock Island County|01439|00428590|Andalusia township|T1|A
IL|17|161|Rock Island County|06301|00428678|Blackhawk township|T1|A
IL|17|161|Rock Island County|07549|00428699|Bowling township|T1|A
IL|17|161|Rock Island County|09512|00428733|Buffalo Prairie township|T1|A
IL|17|161|Rock Island County|10955|00428756|Canoe Creek township|T1|A
IL|17|161|Rock Island County|15248|00428825|Coal Valley township|T1|A
IL|17|161|Rock Island County|15326|00428826|Coe township|T1|A
IL|17|161|Rock Island County|16379|00428844|Cordova township|T1|A
IL|17|161|Rock Island County|20825|00428912|Drury township|T1|A
IL|17|161|Rock Island County|22632|00428942|Edgington township|T1|A
IL|17|161|Rock Island County|32577|00429102|Hampton township|T1|A
IL|17|161|Rock Island County|49880|00429379|Moline township|T1|A
IL|17|161|Rock Island County|61236|00429592|Port Byron township|T1|A
IL|17|161|Rock Island County|65091|00429658|Rock Island township|T1|A
IL|17|161|Rock Island County|66300|00429682|Rural township|T1|A
IL|17|161|Rock Island County|70993|00429772|South Moline township|T1|A
IL|17|161|Rock Island County|71201|00429777|South Rock Island township|T1|A
IL|17|161|Rock Island County|84246|00429977|Zuma township|T1|A
IL|17|163|St. Clair County|04845|02394118|Belleville city|C5|F
IL|17|163|St. Clair County|10968|00428757|Canteen township|T1|A
IL|17|163|St. Clair County|11657|00428773|Caseyville township|T1|A
IL|17|163|St. Clair County|12210|00428782|Centreville township|T1|A
IL|17|163|St. Clair County|22268|00428938|East St. Louis township|T5|B
IL|17|163|St. Clair County|24205|00428972|Engelmann township|T1|A
IL|17|163|St. Clair County|25726|00428997|Fayetteville township|T1|A
IL|17|163|St. Clair County|27819|00429027|Freeburg township|T1|A
IL|17|163|St. Clair County|42509|00429238|Lebanon township|T1|A
IL|17|163|St. Clair County|42873|00429246|Lenzburg township|T1|A
IL|17|163|St. Clair County|46968|00429326|Marissa township|T1|A
IL|17|163|St. Clair County|47436|00429336|Mascoutah township|T1|A
IL|17|163|St. Clair County|49399|00429370|Millstadt township|T1|A
IL|17|163|St. Clair County|52129|00429429|New Athens township|T1|A
IL|17|163|St. Clair County|55262|00429478|O'Fallon township|T1|A
IL|17|163|St. Clair County|61600|00429600|Prairie Du Long township|T1|A
IL|17|163|St. Clair County|66729|00429695|St. Clair township|T1|A
IL|17|163|St. Clair County|69550|00429746|Shiloh Valley township|T1|A
IL|17|163|St. Clair County|70265|00429756|Smithton township|T1|A
IL|17|163|St. Clair County|72741|00429799|Stites township|T1|A
IL|17|163|St. Clair County|72988|00429803|Stookey township|T1|A
IL|17|163|St. Clair County|73456|00429810|Sugar Loaf township|T1|A
IL|17|165|Saline County|09122|00428724|Brushy township|T1|A
IL|17|165|Saline County|11404|00428765|Carrier Mills township|T1|A
IL|17|165|Saline County|16535|00428847|Cottage township|T1|A
IL|17|165|Saline County|21709|00428929|East Eldorado township|T1|A
IL|17|165|Saline County|28274|00422231|Galatia township|T1|A
IL|17|165|Saline County|33149|00429114|Harrisburg township|T1|A
IL|17|165|Saline County|37205|00429164|Independence township|T1|A
IL|17|165|Saline County|44485|00429277|Long Branch township|T1|A
IL|17|165|Saline County|50803|00429400|Mountain township|T1|A
IL|17|165|Saline County|62601|00429615|Raleigh township|T1|A
IL|17|165|Saline County|63030|00429624|Rector township|T1|A
IL|17|165|Saline County|72897|00422239|Stonefort township|T1|A
IL|17|165|Saline County|74509|00429825|Tate township|T1|A
IL|17|167|Sangamon County|02928|00428619|Auburn township|T1|A
IL|17|167|Sangamon County|03506|00428631|Ball township|T1|A
IL|17|167|Sangamon County|09486|00428732|Buffalo Hart township|T1|A
IL|17|167|Sangamon County|11046|00428759|Capital township|T1|A
IL|17|167|Sangamon County|11579|00428771|Cartwright township|T1|A
IL|17|167|Sangamon County|12697|00428792|Chatham township|T1|A
IL|17|167|Sangamon County|14858|00428819|Clear Lake township|T1|A
IL|17|167|Sangamon County|16223|00428840|Cooper township|T1|A
IL|17|167|Sangamon County|16574|00428848|Cotton Hill township|T1|A
IL|17|167|Sangamon County|18160|00428865|Curran township|T1|A
IL|17|167|Sangamon County|20058|00428897|Divernon township|T1|A
IL|17|167|Sangamon County|25323|00428991|Fancy Creek township|T1|A
IL|17|167|Sangamon County|28651|00429041|Gardner township|T1|A
IL|17|167|Sangamon County|37140|00429163|Illiopolis township|T1|A
IL|17|167|Sangamon County|37881|00429176|Island Grove township|T1|A
IL|17|167|Sangamon County|41976|00429231|Lanesville township|T1|A
IL|17|167|Sangamon County|44186|00429270|Loami township|T1|A
IL|17|167|Sangamon County|47618|00429341|Maxwell township|T1|A
IL|17|167|Sangamon County|48034|00429348|Mechanicsburg township|T1|A
IL|17|167|Sangamon County|52181|00429430|New Berlin township|T1|A
IL|17|167|Sangamon County|58187|00429534|Pawnee township|T1|A
IL|17|167|Sangamon County|64772|00429652|Rochester township|T1|A
IL|17|167|Sangamon County|72013|00429786|Springfield township|T1|A
IL|17|167|Sangamon County|74340|00429822|Talkington township|T1|A
IL|17|167|Sangamon County|81776|00429937|Williams township|T1|A
IL|17|167|Sangamon County|83310|00429954|Woodside township|T1|A
IL|17|169|Schuyler County|03350|00428628|Bainbridge township|T1|A
IL|17|169|Schuyler County|06132|00428675|Birmingham township|T1|A
IL|17|169|Schuyler County|08693|00428715|Brooklyn township|T1|A
IL|17|169|Schuyler County|08966|00428722|Browning township|T1|A
IL|17|169|Schuyler County|09395|00428730|Buena Vista township|T1|A
IL|17|169|Schuyler County|10708|00428753|Camden township|T1|A
IL|17|169|Schuyler County|27793|00429026|Frederick township|T1|A
IL|17|169|Schuyler County|34462|00429132|Hickory township|T1|A
IL|17|169|Schuyler County|36776|00429157|Huntsville township|T1|A
IL|17|169|Schuyler County|44069|00429267|Littleton township|T1|A
IL|17|169|Schuyler County|54794|00429470|Oakland township|T1|A
IL|17|169|Schuyler County|66352|00429685|Rushville township|T1|A
IL|17|169|Schuyler County|83362|00429955|Woodstock township|T1|A
IL|17|171|Scott County|90072|01928428|Alsey precinct|Z1|N
IL|17|171|Scott County|90468|01928449|Bloomfield precinct|Z1|N
IL|17|171|Scott County|91224|01928495|Exeter-Bluffs precinct|Z1|N
IL|17|171|Scott County|91368|01928503|Glasgow precinct|Z1|N
IL|17|171|Scott County|92016|01928561|Manchester precinct|Z1|N
IL|17|171|Scott County|92052|01928567|Merritt precinct|Z1|N
IL|17|171|Scott County|92250|01928580|Naples-Bluffs precinct|Z1|N
IL|17|171|Scott County|93780|01928680|Winchester No. 1 precinct|Z1|N
IL|17|171|Scott County|93798|01928681|Winchester No. 2 precinct|Z1|N
IL|17|171|Scott County|93816|01928682|Winchester No. 3 precinct|Z1|N
IL|17|173|Shelby County|02466|00428606|Ash Grove township|T1|A
IL|17|173|Shelby County|06002|00428674|Big Spring township|T1|A
IL|17|173|Shelby County|14637|00428815|Clarksburg township|T1|A
IL|17|173|Shelby County|15417|00428829|Cold Spring township|T1|A
IL|17|173|Shelby County|20851|00428914|Dry Point township|T1|A
IL|17|173|Shelby County|26337|00429005|Flat Branch township|T1|A
IL|17|173|Shelby County|34345|00429131|Herrick township|T1|A
IL|17|173|Shelby County|35567|00429140|Holland township|T1|A
IL|17|173|Shelby County|41690|00429225|Lakewood township|T1|A
IL|17|173|Shelby County|51245|00422225|Moweaqua township|T1|A
IL|17|173|Shelby County|55145|00429475|Oconee township|T1|A
IL|17|173|Shelby County|55457|00429482|Okaw township|T1|A
IL|17|173|Shelby County|58590|00429545|Penn township|T1|A
IL|17|173|Shelby County|59663|00429560|Pickaway township|T1|A
IL|17|173|Shelby County|61522|00429597|Prairie township|T1|A
IL|17|173|Shelby County|63615|00429632|Richland township|T1|A
IL|17|173|Shelby County|63836|00429638|Ridge township|T1|A
IL|17|173|Shelby County|65637|00429671|Rose township|T1|A
IL|17|173|Shelby County|66313|00429683|Rural township|T1|A
IL|17|173|Shelby County|69199|00429739|Shelbyville township|T1|A
IL|17|173|Shelby County|69927|00429752|Sigel township|T1|A
IL|17|173|Shelby County|75588|00429834|Todds Point township|T1|A
IL|17|173|Shelby County|75861|00429840|Tower Hill township|T1|A
IL|17|173|Shelby County|82335|00429944|Windsor township|T1|A
IL|17|175|Stark County|23646|00428960|Elmira township|T1|A
IL|17|175|Stark County|24478|00428981|Essex township|T1|A
IL|17|175|Stark County|30627|00429063|Goshen township|T1|A
IL|17|175|Stark County|56783|00429508|Osceola township|T1|A
IL|17|175|Stark County|58603|00429546|Penn township|T1|A
IL|17|175|Stark County|75796|00429838|Toulon township|T1|A
IL|17|175|Stark County|77174|00429860|Valley township|T1|A
IL|17|175|Stark County|80489|00429918|West Jersey township|T1|A
IL|17|177|Stephenson County|09226|00422234|Buckeye township|T1|A
IL|17|177|Stephenson County|18355|00428868|Dakota township|T1|A
IL|17|177|Stephenson County|24413|00428978|Erin township|T1|A
IL|17|177|Stephenson County|26506|00429008|Florence township|T1|A
IL|17|177|Stephenson County|27897|00429030|Freeport township|T5|B
IL|17|177|Stephenson County|32902|00429108|Harlem township|T1|A
IL|17|177|Stephenson County|38284|00429183|Jefferson township|T1|A
IL|17|177|Stephenson County|39610|00429203|Kent township|T1|A
IL|17|177|Stephenson County|41885|00429230|Lancaster township|T1|A
IL|17|177|Stephenson County|44758|00429282|Loran township|T1|A
IL|17|177|Stephenson County|56120|00429493|Oneco township|T1|A
IL|17|177|Stephenson County|64057|00429641|Ridott township|T1|A
IL|17|177|Stephenson County|65065|00429657|Rock Grove township|T1|A
IL|17|177|Stephenson County|65143|00429659|Rock Run township|T1|A
IL|17|177|Stephenson County|69953|00429753|Silver Creek township|T1|A
IL|17|177|Stephenson County|78318|00429879|Waddams township|T1|A
IL|17|177|Stephenson County|80788|00429921|West Point township|T1|A
IL|17|177|Stephenson County|82556|00429947|Winslow township|T1|A
IL|17|179|Tazewell County|07627|00428701|Boynton township|T1|A
IL|17|179|Tazewell County|14403|00428812|Cincinnati township|T1|A
IL|17|179|Tazewell County|18953|00428879|Deer Creek township|T1|A
IL|17|179|Tazewell County|19239|00428885|Delavan township|T1|A
IL|17|179|Tazewell County|19941|00428895|Dillon township|T1|A
IL|17|179|Tazewell County|23607|00428959|Elm Grove township|T1|A
IL|17|179|Tazewell County|26636|00422232|Fondulac township|T1|A
IL|17|179|Tazewell County|31940|00429089|Groveland township|T1|A
IL|17|179|Tazewell County|35359|00429139|Hittle township|T1|A
IL|17|179|Tazewell County|36139|00429148|Hopedale township|T1|A
IL|17|179|Tazewell County|44017|00429265|Little Mackinaw township|T1|A
IL|17|179|Tazewell County|45792|00429302|Mackinaw township|T1|A
IL|17|179|Tazewell County|46266|00429313|Malone township|T1|A
IL|17|179|Tazewell County|50634|00429396|Morton township|T1|A
IL|17|179|Tazewell County|58460|00429541|Pekin township|T1|A
IL|17|179|Tazewell County|67483|00429708|Sand Prairie township|T1|A
IL|17|179|Tazewell County|72130|00429789|Spring Lake township|T1|A
IL|17|179|Tazewell County|75978|00429841|Tremont township|T1|A
IL|17|179|Tazewell County|79046|00429898|Washington township|T1|A
IL|17|181|Union County|90090|01928429|Alto Pass precinct|Z1|N
IL|17|181|Union County|90126|01928431|Anna District 1 precinct|Z1|N
IL|17|181|Union County|90144|01928432|Anna District 2 precinct|Z1|N
IL|17|181|Union County|90162|01928433|Anna District 3 precinct|Z1|N
IL|17|181|Union County|90180|01928434|Anna District 4 precinct|Z1|N
IL|17|181|Union County|90198|01928435|Anna District 5 precinct|Z1|N
IL|17|181|Union County|90216|01928436|Anna District 6 precinct|Z1|N
IL|17|181|Union County|90224|02393871|Anna District 7 precinct|Z1|N
IL|17|181|Union County|90288|01928441|Balcom precinct|Z1|N
IL|17|181|Union County|90756|01928463|Cobden District 1 precinct|Z1|N
IL|17|181|Union County|90774|01928464|Cobden District 2 precinct|Z1|N
IL|17|181|Union County|90972|01928472|Dongola District 1 precinct|Z1|N
IL|17|181|Union County|90990|01928473|Dongola District 2 precinct|Z1|N
IL|17|181|Union County|91764|01928548|Jonesboro District 1 precinct|Z1|N
IL|17|181|Union County|91782|01928549|Jonesboro District 2 precinct|Z1|N
IL|17|181|Union County|91792|02397414|Jonesboro District 3 precinct|Z1|N
IL|17|181|Union County|91872|01928555|Lick Creek precinct|Z1|N
IL|17|181|Union County|92142|01928572|Mill Creek precinct|Z1|N
IL|17|181|Union County|93258|01928650|Stokes precinct|Z1|N
IL|17|181|Union County|93484|02397904|Union precinct|Z1|N
IL|17|183|Vermilion County|06678|00428686|Blount township|T1|A
IL|17|183|Vermilion County|10162|00428744|Butler township|T1|A
IL|17|183|Vermilion County|11449|00428767|Carroll township|T1|A
IL|17|183|Vermilion County|11787|00428776|Catlin township|T1|A
IL|17|183|Vermilion County|18576|00428873|Danville township|T1|A
IL|17|183|Vermilion County|23932|00428965|Elwood township|T1|A
IL|17|183|Vermilion County|28976|00429048|Georgetown township|T1|A
IL|17|183|Vermilion County|30965|00429072|Grant township|T1|A
IL|17|183|Vermilion County|38180|00429180|Jamaica township|T1|A
IL|17|183|Vermilion County|44953|00429285|Love township|T1|A
IL|17|183|Vermilion County|45772|00429301|McKendree township|T1|A
IL|17|183|Vermilion County|48775|00429359|Middlefork township|T1|A
IL|17|183|Vermilion County|52454|00429435|Newell township|T1|A
IL|17|183|Vermilion County|55015|00429473|Oakwood township|T1|A
IL|17|183|Vermilion County|59832|00429565|Pilot township|T1|A
IL|17|183|Vermilion County|65949|00429677|Ross township|T1|A
IL|17|183|Vermilion County|69849|00429750|Sidell township|T1|A
IL|17|183|Vermilion County|71227|00429778|South Ross township|T1|A
IL|17|183|Vermilion County|77304|00429861|Vance township|T1|A
IL|17|185|Wabash County|90378|00422254|Bellmont precinct|Z1|N
IL|17|185|Wabash County|90792|01928465|Coffee precinct|Z1|N
IL|17|185|Wabash County|90810|01928466|Compton precinct|Z1|N
IL|17|185|Wabash County|91314|01928500|Friendsville precinct|Z1|N
IL|17|185|Wabash County|91854|01928554|Lancaster precinct|Z1|N
IL|17|185|Wabash County|91890|01928556|Lick Prairie precinct|Z1|N
IL|17|185|Wabash County|92214|01928577|Mount Carmel precinct|Z1|N
IL|17|185|Wabash County|93582|01928669|Wabash precinct|Z1|N
IL|17|187|Warren County|05560|00428665|Berwick township|T1|A
IL|17|187|Warren County|15404|00428828|Coldbrook township|T1|A
IL|17|187|Warren County|23516|00428957|Ellison township|T1|A
IL|17|187|Warren County|26610|00429010|Floyd township|T1|A
IL|17|187|Warren County|31277|00429075|Greenbush township|T1|A
IL|17|187|Warren County|32226|00429096|Hale township|T1|A
IL|17|187|Warren County|39396|00429201|Kelly township|T1|A
IL|17|187|Warren County|42847|00429245|Lenox township|T1|A
IL|17|187|Warren County|50023|00429384|Monmouth township|T1|A
IL|17|187|Warren County|60898|00429585|Point Pleasant township|T1|A
IL|17|187|Warren County|65858|00429674|Roseville township|T1|A
IL|17|187|Warren County|72065|00429788|Spring Grove township|T1|A
IL|17|187|Warren County|73716|00429816|Sumner township|T1|A
IL|17|187|Warren County|74093|00429819|Swan township|T1|A
IL|17|187|Warren County|75692|00429836|Tompkins township|T1|A
IL|17|189|Washington County|02544|00428609|Ashley township|T1|A
IL|17|189|Washington County|04442|00428646|Beaucoup township|T1|A
IL|17|189|Washington County|07172|00428692|Bolo township|T1|A
IL|17|189|Washington County|17042|00428851|Covington township|T1|A
IL|17|189|Washington County|20877|00428915|Du Bois township|T1|A
IL|17|189|Washington County|36360|00429152|Hoyleton township|T1|A
IL|17|189|Washington County|37790|00429174|Irvington township|T1|A
IL|17|189|Washington County|38453|00429185|Johannisburg township|T1|A
IL|17|189|Washington County|44108|00429268|Lively Grove township|T1|A
IL|17|189|Washington County|51713|00429421|Nashville township|T1|A
IL|17|189|Washington County|54599|00429469|Oakdale township|T1|A
IL|17|189|Washington County|55483|00429483|Okawville township|T1|A
IL|17|189|Washington County|59858|00429567|Pilot Knob township|T1|A
IL|17|189|Washington County|60807|00429584|Plum Hill township|T1|A
IL|17|189|Washington County|63732|00429635|Richview township|T1|A
IL|17|189|Washington County|77434|00429863|Venedy township|T1|A
IL|17|191|Wayne County|02297|00428601|Arrington township|T1|A
IL|17|191|Wayne County|03753|00428635|Barnhill township|T1|A
IL|17|191|Wayne County|04559|00428650|Bedford township|T1|A
IL|17|191|Wayne County|05521|00428664|Berry township|T1|A
IL|17|191|Wayne County|05950|00428672|Big Mound township|T1|A
IL|17|191|Wayne County|23685|00428961|Elm River township|T1|A
IL|17|191|Wayne County|27364|00429020|Four Mile township|T1|A
IL|17|191|Wayne County|28534|00429039|Garden Hill township|T1|A
IL|17|191|Wayne County|31953|00429090|Grover township|T1|A
IL|17|191|Wayne County|34501|00429133|Hickory Hill township|T1|A
IL|17|191|Wayne County|37387|00429168|Indian Prairie township|T1|A
IL|17|191|Wayne County|38258|00429182|Jasper township|T1|A
IL|17|191|Wayne County|39285|00429199|Keith township|T1|A
IL|17|191|Wayne County|41755|00429226|Lamard township|T1|A
IL|17|191|Wayne County|42626|00429241|Leech township|T1|A
IL|17|191|Wayne County|47501|00429339|Massilon township|T1|A
IL|17|191|Wayne County|50946|00429403|Mount Erie township|T1|A
IL|17|191|Wayne County|56367|00429501|Orchard township|T1|A
IL|17|191|Wayne County|56510|00429503|Orel township|T1|A
IL|17|191|Wayne County|84194|00429975|Zif township|T1|A
IL|17|193|White County|09902|00428739|Burnt Prairie township|T1|A
IL|17|193|White County|11306|00428764|Carmi township|T1|A
IL|17|193|White County|24088|00428968|Emma township|T1|A
IL|17|193|White County|24192|00428971|Enfield township|T1|A
IL|17|193|White County|31069|00429074|Gray township|T1|A
IL|17|193|White County|33591|00429123|Hawthorne township|T1|A
IL|17|193|White County|34228|00429130|Heralds Prairie township|T1|A
IL|17|193|White County|37231|00429165|Indian Creek township|T1|A
IL|17|193|White County|49360|00429369|Mill Shoals township|T1|A
IL|17|193|White County|59507|00429557|Phillips township|T1|A
IL|17|195|Whiteside County|00529|00428576|Albany township|T1|A
IL|17|195|Whiteside County|15144|00428824|Clyde township|T1|A
IL|17|195|Whiteside County|15651|00428832|Coloma township|T1|A
IL|17|195|Whiteside County|24387|00428976|Erie township|T1|A
IL|17|195|Whiteside County|25817|00428999|Fenton township|T1|A
IL|17|195|Whiteside County|28157|00429033|Fulton township|T1|A
IL|17|195|Whiteside County|28586|00429040|Garden Plain township|T1|A
IL|17|195|Whiteside County|28833|00429044|Genesee township|T1|A
IL|17|195|Whiteside County|32174|00429094|Hahnaman township|T1|A
IL|17|195|Whiteside County|36178|00429150|Hopkins township|T1|A
IL|17|195|Whiteside County|36581|00429154|Hume township|T1|A
IL|17|195|Whiteside County|38700|00429190|Jordan township|T1|A
IL|17|195|Whiteside County|45291|00429294|Lyndon township|T1|A
IL|17|195|Whiteside County|50270|00429391|Montmorency township|T1|A
IL|17|195|Whiteside County|51076|00429407|Mount Pleasant township|T1|A
IL|17|195|Whiteside County|52857|00429443|Newton township|T1|A
IL|17|195|Whiteside County|61262|00429593|Portland township|T1|A
