STATE|STATEFP|PLACEFP|PLACENS|PLACENAME|TYPE|CLASSFP|FUNCSTAT|COUNTIES
IL|17|00113|02393876|Abingdon city|INCORPORATED PLACE|C1|A|Knox County
IL|17|00178|02628541|Adair CDP|CENSUS DESIGNATED PLACE|U1|S|McDonough County
IL|17|00191|02804080|Adams CDP|CENSUS DESIGNATED PLACE|U1|S|Adams County
IL|17|00230|02397910|Addieville village|INCORPORATED PLACE|C1|A|Washington County
IL|17|00243|02397911|Addison village|INCORPORATED PLACE|C1|A|DuPage County
IL|17|00295|02397914|Adeline village|INCORPORATED PLACE|C1|A|Ogle County
IL|17|00516|02397923|Albany village|INCORPORATED PLACE|C1|A|Whiteside County
IL|17|00555|02397924|Albers village|INCORPORATED PLACE|C1|A|Clinton County
IL|17|00568|02393906|Albion city|INCORPORATED PLACE|C1|A|Edwards County
IL|17|00594|02806446|Alden CDP|CENSUS DESIGNATED PLACE|U1|S|McHenry County
IL|17|00646|02393914|Aledo city|INCORPORATED PLACE|C1|A|Mercer County
IL|17|00659|02804093|Alexander CDP|CENSUS DESIGNATED PLACE|U1|S|Morgan County
IL|17|00672|02397929|Alexis village|INCORPORATED PLACE|C1|A|Mercer County~~~Warren County
IL|17|00685|02397931|Algonquin village|INCORPORATED PLACE|C1|A|Kane County~~~McHenry County
IL|17|00737|02397932|Alhambra village|INCORPORATED PLACE|C1|A|Madison County
IL|17|00815|02397935|Allendale village|INCORPORATED PLACE|C1|A|Wabash County
IL|17|00867|02397937|Allenville village|INCORPORATED PLACE|C1|A|Moultrie County
IL|17|00880|02397939|Allerton village|INCORPORATED PLACE|C1|A|Champaign County~~~Vermilion County
IL|17|00919|02397940|Alma village|INCORPORATED PLACE|C1|A|Marion County
IL|17|00958|02397942|Alorton village|INCORPORATED PLACE|C1|A|St. Clair County
IL|17|00971|02397943|Alpha village|INCORPORATED PLACE|C1|A|Henry County
IL|17|00997|02397945|Alsey village|INCORPORATED PLACE|C1|A|Scott County
IL|17|01010|02397946|Alsip village|INCORPORATED PLACE|C1|A|Cook County
IL|17|01049|02393932|Altamont city|INCORPORATED PLACE|C1|A|Effingham County
IL|17|01114|02393935|Alton city|INCORPORATED PLACE|C1|A|Madison County
IL|17|01140|02397949|Altona village|INCORPORATED PLACE|C1|A|Knox County
IL|17|01205|02397948|Alto Pass village|INCORPORATED PLACE|C1|A|Union County
IL|17|01242|02397950|Alvin village|INCORPORATED PLACE|C1|A|Vermilion County
IL|17|01270|02393944|Amboy city|INCORPORATED PLACE|C1|A|Lee County
IL|17|01361|02397959|Anchor village|INCORPORATED PLACE|C1|A|McLean County
IL|17|01426|02397960|Andalusia village|INCORPORATED PLACE|C1|A|Rock Island County
IL|17|01491|02397962|Andover village|INCORPORATED PLACE|C1|A|Henry County
IL|17|01517|02806447|Andres CDP|CENSUS DESIGNATED PLACE|U1|S|Will County
IL|17|01543|02393961|Anna city|INCORPORATED PLACE|C1|A|Union County
IL|17|01556|02583436|Annapolis CDP|CENSUS DESIGNATED PLACE|U1|S|Crawford County
IL|17|01569|02397432|Annawan town|INCORPORATED PLACE|C1|A|Bureau County~~~Henry County
IL|17|01595|02397970|Antioch village|INCORPORATED PLACE|C1|A|Lake County
IL|17|01647|02629888|Apple Canyon Lake CDP|CENSUS DESIGNATED PLACE|U1|S|Jo Daviess County
IL|17|01673|02397973|Apple River village|INCORPORATED PLACE|C1|A|Jo Daviess County
IL|17|01803|02806448|Arbury Hills CDP|CENSUS DESIGNATED PLACE|U1|S|Will County
IL|17|01881|02393978|Arcola city|INCORPORATED PLACE|C1|A|Douglas County
IL|17|01946|02397981|Arenzville village|INCORPORATED PLACE|C1|A|Cass County
IL|17|01972|02397982|Argenta village|INCORPORATED PLACE|C1|A|Macon County
IL|17|02050|02804650|Argyle CDP|CENSUS DESIGNATED PLACE|U1|S|Boone County~~~Winnebago County
IL|17|02102|02397984|Arlington village|INCORPORATED PLACE|C1|A|Bureau County
IL|17|02154|02397986|Arlington Heights village|INCORPORATED PLACE|C1|A|Cook County
IL|17|02206|02397988|Armington village|INCORPORATED PLACE|C1|A|Tazewell County
IL|17|02258|02397990|Aroma Park village|INCORPORATED PLACE|C1|A|Kankakee County
IL|17|02342|02397992|Arrowsmith village|INCORPORATED PLACE|C1|A|McLean County
IL|17|02414|02397993|Arthur village|INCORPORATED PLACE|C1|A|Douglas County~~~Moultrie County
IL|17|02479|02397995|Ashkum village|INCORPORATED PLACE|C1|A|Iroquois County
IL|17|02505|02397996|Ashland village|INCORPORATED PLACE|C1|A|Cass County
IL|17|02531|02394001|Ashley city|INCORPORATED PLACE|C1|A|Washington County
IL|17|02557|02397998|Ashmore village|INCORPORATED PLACE|C1|A|Coles County
IL|17|02583|02397999|Ashton village|INCORPORATED PLACE|C1|A|Lee County
IL|17|02609|02394007|Assumption city|INCORPORATED PLACE|C1|A|Christian County
IL|17|02635|02398002|Astoria town|INCORPORATED PLACE|C1|A|Fulton County
IL|17|02674|02394010|Athens city|INCORPORATED PLACE|C1|A|Menard County
IL|17|02726|02397442|Atkinson town|INCORPORATED PLACE|C1|A|Henry County
IL|17|02752|02394014|Atlanta city|INCORPORATED PLACE|C1|A|Logan County
IL|17|02882|02398007|Atwood village|INCORPORATED PLACE|C1|A|Douglas County~~~Piatt County
IL|17|02921|02394023|Auburn city|INCORPORATED PLACE|C1|A|Sangamon County
IL|17|02986|02398008|Augusta village|INCORPORATED PLACE|C1|A|Hancock County
IL|17|03012|02394031|Aurora city|INCORPORATED PLACE|C1|A|DuPage County~~~Kane County~~~Kendall County~~~Will County
IL|17|03103|02394039|Ava city|INCORPORATED PLACE|C1|A|Jackson County
IL|17|03181|02398011|Aviston village|INCORPORATED PLACE|C1|A|Clinton County
IL|17|03207|02398013|Avon village|INCORPORATED PLACE|C1|A|Fulton County~~~Warren County
IL|17|03337|02806450|Baileyville CDP|CENSUS DESIGNATED PLACE|U1|S|Ogle County~~~Stephenson County
IL|17|03454|02398021|Baldwin village|INCORPORATED PLACE|C1|A|Randolph County
IL|17|03571|02398028|Banner village|INCORPORATED PLACE|C1|A|Fulton County
IL|17|03610|02398029|Bannockburn village|INCORPORATED PLACE|C1|A|Lake County
IL|17|03675|02398032|Bardolph village|INCORPORATED PLACE|C1|A|McDonough County
IL|17|03844|02398037|Barrington village|INCORPORATED PLACE|C1|A|Cook County~~~Lake County
IL|17|03883|02398038|Barrington Hills village|INCORPORATED PLACE|C1|A|Cook County~~~Kane County~~~Lake County~~~McHenry County
IL|17|03948|02394070|Barry city|INCORPORATED PLACE|C1|A|Pike County
IL|17|03987|02806451|Barstow CDP|CENSUS DESIGNATED PLACE|U1|S|Rock Island County
IL|17|04000|02398040|Bartelso village|INCORPORATED PLACE|C1|A|Clinton County
IL|17|04013|02398041|Bartlett village|INCORPORATED PLACE|C1|A|Cook County~~~DuPage County~~~Kane County
IL|17|04039|02398045|Bartonville village|INCORPORATED PLACE|C1|A|Peoria County
IL|17|04052|02398046|Basco village|INCORPORATED PLACE|C1|A|Hancock County
IL|17|04078|02394077|Batavia city|INCORPORATED PLACE|C1|A|DuPage County~~~Kane County
IL|17|04117|02398048|Batchtown village|INCORPORATED PLACE|C1|A|Calhoun County
IL|17|04156|02398050|Bath village|INCORPORATED PLACE|C1|A|Mason County
IL|17|04247|02398053|Baylis village|INCORPORATED PLACE|C1|A|Pike County
IL|17|04273|02398052|Bay View Gardens village|INCORPORATED PLACE|C1|A|Woodford County
IL|17|04303|02398056|Beach Park village|INCORPORATED PLACE|C1|A|Lake County
IL|17|04351|02394096|Beardstown city|INCORPORATED PLACE|C1|A|Cass County
IL|17|04403|02628542|Beason CDP|CENSUS DESIGNATED PLACE|U1|S|Logan County
IL|17|04507|02398062|Beaverville village|INCORPORATED PLACE|C1|A|Iroquois County
IL|17|04533|02398063|Beckemeyer village|INCORPORATED PLACE|C1|A|Clinton County
IL|17|04572|02398064|Bedford Park village|INCORPORATED PLACE|C1|A|Cook County
IL|17|04585|02398066|Beecher village|INCORPORATED PLACE|C1|A|Will County
IL|17|04598|02398067|Beecher City village|INCORPORATED PLACE|C1|A|Effingham County
IL|17|04689|02398070|Belgium village|INCORPORATED PLACE|C1|A|Vermilion County
IL|17|04715|02398072|Belknap village|INCORPORATED PLACE|C1|A|Johnson County
IL|17|04793|02396587|Belle Prairie City town|INCORPORATED PLACE|C1|A|Hamilton County
IL|17|04806|02398076|Belle Rive village|INCORPORATED PLACE|C1|A|Jefferson County
IL|17|04845|02394118|Belleville city|INCORPORATED PLACE|C5|A|St. Clair County
IL|17|04871|02398079|Bellevue village|INCORPORATED PLACE|C1|A|Peoria County
IL|17|04897|02398081|Bellflower village|INCORPORATED PLACE|C1|A|McLean County
IL|17|04936|02398082|Bellmont village|INCORPORATED PLACE|C1|A|Wabash County
IL|17|04975|02398084|Bellwood village|INCORPORATED PLACE|C1|A|Cook County
IL|17|05092|02394127|Belvidere city|INCORPORATED PLACE|C1|A|Boone County
IL|17|05144|02398092|Bement village|INCORPORATED PLACE|C1|A|Piatt County
IL|17|05209|02394134|Benld city|INCORPORATED PLACE|C1|A|Macoupin County
IL|17|05248|02398095|Bensenville village|INCORPORATED PLACE|C1|A|Cook County~~~DuPage County
IL|17|05261|02398096|Benson village|INCORPORATED PLACE|C1|A|Woodford County
IL|17|05274|02396588|Bentley town|INCORPORATED PLACE|C1|A|Hancock County
IL|17|05300|02394140|Benton city|INCORPORATED PLACE|C1|A|Franklin County
IL|17|05404|02398101|Berkeley village|INCORPORATED PLACE|C1|A|Cook County
IL|17|05443|02398103|Berlin village|INCORPORATED PLACE|C1|A|Sangamon County
IL|17|05573|02394154|Berwyn city|INCORPORATED PLACE|C1|A|Cook County
IL|17|05599|02398108|Bethalto village|INCORPORATED PLACE|C1|A|Madison County
IL|17|05612|02398109|Bethany village|INCORPORATED PLACE|C1|A|Moultrie County
IL|17|05729|02804081|Beverly CDP|CENSUS DESIGNATED PLACE|U1|S|Adams County
IL|17|05859|02806454|Big Foot Prairie CDP|CENSUS DESIGNATED PLACE|U1|S|McHenry County
IL|17|05898|02398121|Biggsville village|INCORPORATED PLACE|C1|A|Henderson County
IL|17|05976|02398118|Big Rock village|INCORPORATED PLACE|C1|A|Kane County
IL|17|06028|02398122|Bingham village|INCORPORATED PLACE|C1|A|Fayette County
IL|17|06171|02398127|Bishop Hill village|INCORPORATED PLACE|C1|A|Henry County
IL|17|06184|02398128|Bismarck village|INCORPORATED PLACE|C1|A|Vermilion County
IL|17|06444|02806456|Blairsville CDP|CENSUS DESIGNATED PLACE|U1|S|Williamson County
IL|17|06470|02398132|Blandinsville village|INCORPORATED PLACE|C1|A|McDonough County
IL|17|06565|02804082|Bloomfield CDP|CENSUS DESIGNATED PLACE|U1|S|Adams County
IL|17|06587|02398138|Bloomingdale village|INCORPORATED PLACE|C1|A|DuPage County
IL|17|06613|02394197|Bloomington city|INCORPORATED PLACE|C1|A|McLean County
IL|17|06704|02394203|Blue Island city|INCORPORATED PLACE|C1|A|Cook County
IL|17|06756|02398142|Blue Mound village|INCORPORATED PLACE|C1|A|Macon County
IL|17|06899|02398143|Bluffs village|INCORPORATED PLACE|C1|A|Scott County
IL|17|06964|02398145|Bluford village|INCORPORATED PLACE|C1|A|Jefferson County
IL|17|07133|02398147|Bolingbrook village|INCORPORATED PLACE|C1|A|DuPage County~~~Will County
IL|17|07211|02398149|Bondville village|INCORPORATED PLACE|C1|A|Champaign County
IL|17|07224|02398150|Bone Gap village|INCORPORATED PLACE|C1|A|Edwards County
IL|17|07237|02398151|Bonfield village|INCORPORATED PLACE|C1|A|Kankakee County
IL|17|07263|02398152|Bonnie village|INCORPORATED PLACE|C1|A|Jefferson County
IL|17|07276|02806458|Bonnie Brae CDP|CENSUS DESIGNATED PLACE|U1|S|Will County
IL|17|07315|02628544|Boody CDP|CENSUS DESIGNATED PLACE|U1|S|Macon County
IL|17|07419|02393344|Boulder Hill CDP|CENSUS DESIGNATED PLACE|U1|S|Kendall County
IL|17|07471|02398154|Bourbonnais village|INCORPORATED PLACE|C1|A|Kankakee County
IL|17|07510|02398155|Bowen village|INCORPORATED PLACE|C1|A|Hancock County
IL|17|07640|02398160|Braceville village|INCORPORATED PLACE|C1|A|Grundy County~~~Will County
IL|17|07692|02398162|Bradford village|INCORPORATED PLACE|C1|A|Stark County
IL|17|07744|02398163|Bradley village|INCORPORATED PLACE|C1|A|Kankakee County
IL|17|07770|02394237|Braidwood city|INCORPORATED PLACE|C1|A|Grundy County~~~Will County
IL|17|07913|02393409|Breese city|INCORPORATED PLACE|C1|A|Clinton County
IL|17|08186|02393415|Bridgeport city|INCORPORATED PLACE|C1|A|Lawrence County
IL|17|08225|02397453|Bridgeview village|INCORPORATED PLACE|C1|A|Cook County
IL|17|08264|02397454|Brighton village|INCORPORATED PLACE|C1|A|Jersey County~~~Macoupin County
IL|17|08303|02397455|Brimfield village|INCORPORATED PLACE|C1|A|Peoria County
IL|17|08420|02397459|Broadlands village|INCORPORATED PLACE|C1|A|Champaign County
IL|17|08446|02397460|Broadview village|INCORPORATED PLACE|C1|A|Cook County
IL|17|08472|02397462|Broadwell village|INCORPORATED PLACE|C1|A|Logan County
IL|17|08524|02397464|Brocton village|INCORPORATED PLACE|C1|A|Edgar County
IL|17|08576|02397465|Brookfield village|INCORPORATED PLACE|C1|A|Cook County
IL|17|08667|02397466|Brooklyn village|INCORPORATED PLACE|C1|A|St. Clair County
IL|17|08706|02393430|Brookport city|INCORPORATED PLACE|C1|A|Massac County
IL|17|08875|02397470|Broughton village|INCORPORATED PLACE|C1|A|Hamilton County
IL|17|08953|02397471|Browning village|INCORPORATED PLACE|C1|A|Schuyler County
IL|17|08979|02397472|Browns village|INCORPORATED PLACE|C1|A|Edwards County
IL|17|08992|02397473|Brownstown village|INCORPORATED PLACE|C1|A|Fayette County
IL|17|09148|02397479|Brussels village|INCORPORATED PLACE|C1|A|Calhoun County
IL|17|09161|02397480|Bryant village|INCORPORATED PLACE|C1|A|Fulton County
IL|17|09304|02397483|Buckingham village|INCORPORATED PLACE|C1|A|Kankakee County
IL|17|09317|02397485|Buckley village|INCORPORATED PLACE|C1|A|Iroquois County
IL|17|09330|02397487|Buckner village|INCORPORATED PLACE|C1|A|Franklin County
IL|17|09356|02397488|Buda village|INCORPORATED PLACE|C1|A|Bureau County
IL|17|09434|02397489|Buffalo village|INCORPORATED PLACE|C1|A|Sangamon County
IL|17|09447|02397490|Buffalo Grove village|INCORPORATED PLACE|C1|A|Cook County~~~Lake County
IL|17|09499|02806462|Buffalo Prairie CDP|CENSUS DESIGNATED PLACE|U1|S|Rock Island County
IL|17|09531|02397492|Bull Valley village|INCORPORATED PLACE|C1|A|McHenry County
IL|17|09538|02397493|Bulpitt village|INCORPORATED PLACE|C1|A|Christian County
IL|17|09551|02397494|Buncombe village|INCORPORATED PLACE|C1|A|Johnson County
IL|17|09577|02393463|Bunker Hill city|INCORPORATED PLACE|C1|A|Macoupin County
IL|17|09642|02393465|Burbank city|INCORPORATED PLACE|C1|A|Cook County
IL|17|09681|02397497|Bureau Junction village|INCORPORATED PLACE|C1|A|Bureau County
IL|17|09759|02397500|Burlington village|INCORPORATED PLACE|C1|A|Kane County
IL|17|09798|02397502|Burnham village|INCORPORATED PLACE|C1|A|Cook County
IL|17|09889|02397503|Burnt Prairie village|INCORPORATED PLACE|C1|A|White County
IL|17|09980|02397506|Burr Ridge village|INCORPORATED PLACE|C1|A|Cook County~~~DuPage County
IL|17|10006|02804083|Burton CDP|CENSUS DESIGNATED PLACE|U1|S|Adams County
IL|17|10045|02806464|Burtons Bridge CDP|CENSUS DESIGNATED PLACE|U1|S|McHenry County
IL|17|10084|02397509|Bush village|INCORPORATED PLACE|C1|A|Williamson County
IL|17|10110|02393478|Bushnell city|INCORPORATED PLACE|C1|A|McDonough County
IL|17|10149|02397512|Butler village|INCORPORATED PLACE|C1|A|Montgomery County
IL|17|10240|02393487|Byron city|INCORPORATED PLACE|C1|A|Ogle County
IL|17|10292|02397519|Cabery village|INCORPORATED PLACE|C1|A|Ford County~~~Kankakee County
IL|17|10305|02806465|Cable CDP|CENSUS DESIGNATED PLACE|U1|S|Mercer County
IL|17|10370|02397521|Cahokia village|INCORPORATED PLACE|C1|A|St. Clair County
IL|17|10383|02393491|Cairo city|INCORPORATED PLACE|C1|A|Alexander County
IL|17|10422|02397527|Caledonia village|INCORPORATED PLACE|C1|A|Boone County
IL|17|10448|02397531|Calhoun village|INCORPORATED PLACE|C1|A|Richland County
IL|17|10487|02393502|Calumet City city|INCORPORATED PLACE|C1|A|Cook County
IL|17|10513|02397534|Calumet Park village|INCORPORATED PLACE|C1|A|Cook County
IL|17|10591|02397536|Camargo village|INCORPORATED PLACE|C1|A|Douglas County
IL|17|10630|02397537|Cambria village|INCORPORATED PLACE|C1|A|Williamson County
IL|17|10643|02397538|Cambridge village|INCORPORATED PLACE|C1|A|Henry County
IL|17|10695|02397540|Camden village|INCORPORATED PLACE|C1|A|Schuyler County
IL|17|10747|02804101|Cameron CDP|CENSUS DESIGNATED PLACE|U1|S|Warren County
IL|17|10773|02397544|Campbell Hill village|INCORPORATED PLACE|C1|A|Jackson County
IL|17|10786|02806466|Campbell's Island CDP|CENSUS DESIGNATED PLACE|U2|S|Rock Island County
IL|17|10877|02397542|Camp Point village|INCORPORATED PLACE|C1|A|Adams County
IL|17|10906|02357470|Campton Hills village|INCORPORATED PLACE|C1|A|Kane County
IL|17|10916|02397545|Campus village|INCORPORATED PLACE|C1|A|Livingston County
IL|17|10936|02727440|Candlewick Lake CDP|CENSUS DESIGNATED PLACE|U1|S|Boone County
IL|17|11007|02393732|Canton city|INCORPORATED PLACE|C1|A|Fulton County
IL|17|11033|02397547|Cantrall village|INCORPORATED PLACE|C1|A|Sangamon County
IL|17|11124|02397549|Capron village|INCORPORATED PLACE|C1|A|Boone County
IL|17|11150|02397550|Carbon Cliff village|INCORPORATED PLACE|C1|A|Rock Island County
IL|17|11163|02393739|Carbondale city|INCORPORATED PLACE|C1|A|Jackson County~~~Williamson County
IL|17|11176|02397551|Carbon Hill village|INCORPORATED PLACE|C1|A|Grundy County
IL|17|11202|02393743|Carlinville city|INCORPORATED PLACE|C1|A|Macoupin County
IL|17|11215|02397556|Carlock village|INCORPORATED PLACE|C1|A|McLean County
IL|17|11228|02393749|Carlyle city|INCORPORATED PLACE|C1|A|Clinton County
IL|17|11267|02806467|Carman CDP|CENSUS DESIGNATED PLACE|U1|S|Henderson County
IL|17|11293|02393751|Carmi city|INCORPORATED PLACE|C1|A|White County
IL|17|11332|02397559|Carol Stream village|INCORPORATED PLACE|C1|A|DuPage County
IL|17|11358|02397560|Carpentersville village|INCORPORATED PLACE|C1|A|Kane County
IL|17|11397|02397561|Carrier Mills village|INCORPORATED PLACE|C1|A|Saline County
IL|17|11462|02393753|Carrollton city|INCORPORATED PLACE|C1|A|Greene County
IL|17|11514|02393757|Carterville city|INCORPORATED PLACE|C1|A|Williamson County
IL|17|11527|02393759|Carthage city|INCORPORATED PLACE|C1|A|Hancock County
IL|17|11592|02397566|Cary village|INCORPORATED PLACE|C1|A|McHenry County
IL|17|11618|02393765|Casey city|INCORPORATED PLACE|C1|A|Clark County~~~Cumberland County
IL|17|11644|02397568|Caseyville village|INCORPORATED PLACE|C1|A|St. Clair County
IL|17|11774|02397576|Catlin village|INCORPORATED PLACE|C1|A|Vermilion County
IL|17|11826|02397577|Cave-In-Rock village|INCORPORATED PLACE|C1|A|Hardin County
IL|17|11982|02397582|Cedar Point village|INCORPORATED PLACE|C1|A|LaSalle County
IL|17|12008|02397585|Cedarville village|INCORPORATED PLACE|C1|A|Stephenson County
IL|17|12151|02397590|Central City village|INCORPORATED PLACE|C1|A|Marion County
IL|17|12164|02393787|Centralia city|INCORPORATED PLACE|C1|A|Clinton County~~~Jefferson County~~~Marion County~~~Washington County
IL|17|12203|02393791|Centreville city|INCORPORATED PLACE|C1|A|St. Clair County
IL|17|12268|02397594|Cerro Gordo village|INCORPORATED PLACE|C1|A|Piatt County
IL|17|12294|02397595|Chadwick village|INCORPORATED PLACE|C1|A|Carroll County
IL|17|12385|02393796|Champaign city|INCORPORATED PLACE|C1|A|Champaign County
IL|17|12450|02397600|Chandlerville village|INCORPORATED PLACE|C1|A|Cass County
IL|17|12476|02397601|Channahon village|INCORPORATED PLACE|C1|A|Grundy County~~~Will County
IL|17|12489|02393373|Channel Lake CDP|CENSUS DESIGNATED PLACE|U1|S|Lake County
IL|17|12528|02397602|Chapin village|INCORPORATED PLACE|C1|A|Morgan County
IL|17|12567|02393803|Charleston city|INCORPORATED PLACE|C1|A|Coles County
IL|17|12684|02397606|Chatham village|INCORPORATED PLACE|C1|A|Sangamon County
IL|17|12710|02396640|Chatsworth town|INCORPORATED PLACE|C1|A|Livingston County
IL|17|12801|02397609|Chebanse village|INCORPORATED PLACE|C1|A|Iroquois County~~~Kankakee County
IL|17|12879|02628545|Chemung CDP|CENSUS DESIGNATED PLACE|U1|S|McHenry County
IL|17|12931|02393816|Chenoa city|INCORPORATED PLACE|C1|A|McLean County
IL|17|12970|02397610|Cherry village|INCORPORATED PLACE|C1|A|Bureau County
IL|17|13074|02397612|Cherry Valley village|INCORPORATED PLACE|C1|A|Boone County~~~Winnebago County
IL|17|13139|02393819|Chester city|INCORPORATED PLACE|C1|A|Randolph County
IL|17|13165|02397617|Chesterfield village|INCORPORATED PLACE|C1|A|Macoupin County
IL|17|13230|02628546|Chestnut CDP|CENSUS DESIGNATED PLACE|U1|S|Logan County
IL|17|14000|00428803|Chicago city|INCORPORATED PLACE|C5|A|Cook County~~~DuPage County
IL|17|14026|02393512|Chicago Heights city|INCORPORATED PLACE|C1|A|Cook County
IL|17|14065|02397620|Chicago Ridge village|INCORPORATED PLACE|C1|A|Cook County
IL|17|14117|02393515|Chillicothe city|INCORPORATED PLACE|C1|A|Peoria County
IL|17|14273|02393520|Chrisman city|INCORPORATED PLACE|C1|A|Edgar County
IL|17|14286|02393521|Christopher city|INCORPORATED PLACE|C1|A|Franklin County
IL|17|14351|02396647|Cicero town|INCORPORATED PLACE|C1|A|Cook County
IL|17|14442|02397625|Cisco village|INCORPORATED PLACE|C1|A|Piatt County
IL|17|14455|02397626|Cisne village|INCORPORATED PLACE|C1|A|Wayne County
IL|17|14468|02397627|Cissna Park village|INCORPORATED PLACE|C1|A|Iroquois County
IL|17|14533|02397628|Claremont village|INCORPORATED PLACE|C1|A|Richland County
IL|17|14572|02397629|Clarendon Hills village|INCORPORATED PLACE|C1|A|DuPage County
IL|17|14715|02397637|Clay City village|INCORPORATED PLACE|C1|A|Clay County
IL|17|14767|02397640|Clayton village|INCORPORATED PLACE|C1|A|Adams County
IL|17|14845|02397642|Clear Lake village|INCORPORATED PLACE|C1|A|Sangamon County
IL|17|14923|02397644|Cleveland village|INCORPORATED PLACE|C1|A|Henry County
IL|17|14936|02397649|Clifton village|INCORPORATED PLACE|C1|A|Iroquois County
IL|17|15001|02393568|Clinton city|INCORPORATED PLACE|C1|A|De Witt County
IL|17|15170|02398586|Coal City village|INCORPORATED PLACE|C1|A|Grundy County~~~Will County
IL|17|15209|02398590|Coalton village|INCORPORATED PLACE|C1|A|Montgomery County
IL|17|15235|02398588|Coal Valley village|INCORPORATED PLACE|C1|A|Henry County~~~Rock Island County
IL|17|15261|02398591|Coatsburg village|INCORPORATED PLACE|C1|A|Adams County
IL|17|15300|02398593|Cobden village|INCORPORATED PLACE|C1|A|Union County
IL|17|15352|02393583|Coffeen city|INCORPORATED PLACE|C1|A|Montgomery County
IL|17|15378|02393589|Colchester city|INCORPORATED PLACE|C1|A|McDonough County
IL|17|15469|02398597|Coleta village|INCORPORATED PLACE|C1|A|Whiteside County
IL|17|15495|02398598|Colfax village|INCORPORATED PLACE|C1|A|McLean County
IL|17|15599|02393598|Collinsville city|INCORPORATED PLACE|C1|A|Madison County~~~St. Clair County
IL|17|15664|02393602|Colona city|INCORPORATED PLACE|C1|A|Henry County
IL|17|15807|02398603|Colp village|INCORPORATED PLACE|C1|A|Williamson County
IL|17|15833|02393604|Columbia city|INCORPORATED PLACE|C1|A|Monroe County~~~St. Clair County
IL|17|15846|02398605|Columbus village|INCORPORATED PLACE|C1|A|Adams County
IL|17|15950|02629861|Como CDP|CENSUS DESIGNATED PLACE|U1|S|Whiteside County
IL|17|15989|02398609|Compton village|INCORPORATED PLACE|C1|A|Lee County
IL|17|16054|02398611|Concord village|INCORPORATED PLACE|C1|A|Morgan County
IL|17|16119|02398616|Congerville village|INCORPORATED PLACE|C1|A|Woodford County
IL|17|16210|02398622|Cooksville village|INCORPORATED PLACE|C1|A|McLean County
IL|17|16301|02806468|Coral CDP|CENSUS DESIGNATED PLACE|U1|S|McHenry County
IL|17|16366|02398626|Cordova village|INCORPORATED PLACE|C1|A|Rock Island County
IL|17|16405|02398628|Cornell village|INCORPORATED PLACE|C1|A|Livingston County
IL|17|16431|02628547|Cornland CDP|CENSUS DESIGNATED PLACE|U1|S|Logan County
IL|17|16470|02396662|Cortland town|INCORPORATED PLACE|C1|A|DeKalb County
IL|17|16613|02398635|Coulterville village|INCORPORATED PLACE|C1|A|Randolph County
IL|17|16691|02393651|Country Club Hills city|INCORPORATED PLACE|C1|A|Cook County
IL|17|16873|02393653|Countryside city|INCORPORATED PLACE|C1|A|Cook County
IL|17|17055|02398639|Cowden village|INCORPORATED PLACE|C1|A|Shelby County
IL|17|17077|02393388|Coyne Center CDP|CENSUS DESIGNATED PLACE|U1|S|Rock Island County
IL|17|17094|02628548|Crab Orchard CDP|CENSUS DESIGNATED PLACE|U1|S|Williamson County
IL|17|17185|02398644|Crainville village|INCORPORATED PLACE|C1|A|Williamson County
IL|17|17289|02393666|Creal Springs city|INCORPORATED PLACE|C1|A|Williamson County
IL|17|17406|02398645|Crescent City village|INCORPORATED PLACE|C1|A|Iroquois County
IL|17|17458|02393670|Crest Hill city|INCORPORATED PLACE|C1|A|Will County
IL|17|17471|02398647|Creston village|INCORPORATED PLACE|C1|A|Ogle County
IL|17|17497|02398649|Crestwood village|INCORPORATED PLACE|C1|A|Cook County
IL|17|17523|02398650|Crete village|INCORPORATED PLACE|C1|A|Cook County~~~Will County
IL|17|17549|02398651|Creve Coeur village|INCORPORATED PLACE|C1|A|Tazewell County
IL|17|17783|02398655|Crossville village|INCORPORATED PLACE|C1|A|White County
IL|17|17887|02393685|Crystal Lake city|INCORPORATED PLACE|C1|A|McHenry County
IL|17|17939|02393390|Crystal Lawns CDP|CENSUS DESIGNATED PLACE|U1|S|Will County
IL|17|17991|02393689|Cuba city|INCORPORATED PLACE|C1|A|Fulton County
IL|17|18030|02398658|Cullom village|INCORPORATED PLACE|C1|A|Livingston County
IL|17|18147|02398660|Curran village|INCORPORATED PLACE|C1|A|Sangamon County
IL|17|18212|02806472|Custer Park CDP|CENSUS DESIGNATED PLACE|U1|S|Will County
IL|17|18225|02398664|Cutler village|INCORPORATED PLACE|C1|A|Perry County
IL|17|18251|02398666|Cypress village|INCORPORATED PLACE|C1|A|Johnson County
IL|17|18303|02398669|Dahlgren village|INCORPORATED PLACE|C1|A|Hamilton County
IL|17|18342|02398670|Dakota village|INCORPORATED PLACE|C1|A|Stephenson County
IL|17|18420|02393708|Dallas City city|INCORPORATED PLACE|C1|A|Hancock County~~~Henderson County
IL|17|18446|02398673|Dalton City village|INCORPORATED PLACE|C1|A|Moultrie County
IL|17|18459|02398674|Dalzell village|INCORPORATED PLACE|C1|A|Bureau County~~~LaSalle County
IL|17|18472|02398675|Damiansville village|INCORPORATED PLACE|C1|A|Clinton County
IL|17|18485|02398676|Dana village|INCORPORATED PLACE|C1|A|LaSalle County
