STATE|STATEFP|PLACEFP|PLACENS|PLACENAME|TYPE|CLASSFP|FUNCSTAT|COUNTIES
IL|17|63056|02399052|Reddick village|INCORPORATED PLACE|C1|A|Kankakee County~~~Livingston County
IL|17|63069|02399054|Redmon village|INCORPORATED PLACE|C1|A|Edgar County
IL|17|63355|02583442|Rentchler CDP|CENSUS DESIGNATED PLACE|U1|S|St. Clair County
IL|17|63382|02806550|Rest Haven CDP|CENSUS DESIGNATED PLACE|U2|S|Will County
IL|17|63420|02399061|Reynolds village|INCORPORATED PLACE|C1|A|Mercer County~~~Rock Island County
IL|17|63537|02804090|Richfield CDP|CENSUS DESIGNATED PLACE|U1|S|Adams County
IL|17|63641|02399067|Richmond village|INCORPORATED PLACE|C1|A|McHenry County
IL|17|63706|02399068|Richton Park village|INCORPORATED PLACE|C1|A|Cook County
IL|17|63719|02399069|Richview village|INCORPORATED PLACE|C1|A|Washington County
IL|17|63862|02399071|Ridge Farm village|INCORPORATED PLACE|C1|A|Vermilion County
IL|17|63875|02806551|Ridgefield CDP|CENSUS DESIGNATED PLACE|U1|S|McHenry County
IL|17|64005|02806552|Ridgewood CDP|CENSUS DESIGNATED PLACE|U1|S|Will County
IL|17|64018|02399074|Ridgway village|INCORPORATED PLACE|C1|A|Gallatin County
IL|17|64044|02399075|Ridott village|INCORPORATED PLACE|C1|A|Stephenson County
IL|17|64083|02804100|Riggston CDP|CENSUS DESIGNATED PLACE|U1|S|Scott County
IL|17|64094|02806553|Riley CDP|CENSUS DESIGNATED PLACE|U1|S|McHenry County
IL|17|64135|02399076|Ringwood village|INCORPORATED PLACE|C1|A|McHenry County
IL|17|64148|02399077|Rio village|INCORPORATED PLACE|C1|A|Knox County
IL|17|64174|02399080|Ripley village|INCORPORATED PLACE|C1|A|Brown County
IL|17|64239|02806555|Ritchie CDP|CENSUS DESIGNATED PLACE|U1|S|Will County
IL|17|64278|02399086|Riverdale village|INCORPORATED PLACE|C1|A|Cook County
IL|17|64304|02399084|River Forest village|INCORPORATED PLACE|C1|A|Cook County
IL|17|64343|02399085|River Grove village|INCORPORATED PLACE|C1|A|Cook County
IL|17|64421|02399090|Riverside village|INCORPORATED PLACE|C1|A|Cook County
IL|17|64486|02399091|Riverton village|INCORPORATED PLACE|C1|A|Sangamon County
IL|17|64538|02399094|Riverwoods village|INCORPORATED PLACE|C1|A|Lake County
IL|17|64590|02399095|Roanoke village|INCORPORATED PLACE|C1|A|Woodford County
IL|17|64616|02399096|Robbins village|INCORPORATED PLACE|C1|A|Cook County
IL|17|64655|02399097|Roberts village|INCORPORATED PLACE|C1|A|Ford County
IL|17|64707|02396390|Robinson city|INCORPORATED PLACE|C1|A|Crawford County
IL|17|64746|02396392|Rochelle city|INCORPORATED PLACE|C1|A|Lee County~~~Ogle County
IL|17|64759|02399100|Rochester village|INCORPORATED PLACE|C1|A|Sangamon County
IL|17|64811|02399103|Rockbridge village|INCORPORATED PLACE|C1|A|Greene County
IL|17|64837|02399101|Rock City village|INCORPORATED PLACE|C1|A|Stephenson County
IL|17|64902|02399104|Rockdale village|INCORPORATED PLACE|C1|A|Will County
IL|17|64928|02396397|Rock Falls city|INCORPORATED PLACE|C1|A|Whiteside County
IL|17|65000|02396405|Rockford city|INCORPORATED PLACE|C1|A|Ogle County~~~Winnebago County
IL|17|65078|02396400|Rock Island city|INCORPORATED PLACE|C1|A|Rock Island County
IL|17|65104|02393210|Rock Island Arsenal CDP|CENSUS DESIGNATED PLACE|M2|S|Rock Island County
IL|17|65130|02806557|Rockport CDP|CENSUS DESIGNATED PLACE|U1|S|Pike County
IL|17|65156|02399106|Rockton village|INCORPORATED PLACE|C1|A|Winnebago County
IL|17|65221|02399108|Rockwood village|INCORPORATED PLACE|C1|A|Randolph County
IL|17|65338|02396420|Rolling Meadows city|INCORPORATED PLACE|C1|A|Cook County
IL|17|65403|02393211|Rome CDP|CENSUS DESIGNATED PLACE|U1|S|Peoria County
IL|17|65442|02399114|Romeoville village|INCORPORATED PLACE|C1|A|Will County
IL|17|65481|02396424|Roodhouse city|INCORPORATED PLACE|C1|A|Greene County
IL|17|65611|02399116|Roscoe village|INCORPORATED PLACE|C1|A|Winnebago County
IL|17|65754|02399119|Rose Hill village|INCORPORATED PLACE|C1|A|Jasper County
IL|17|65806|02399122|Roselle village|INCORPORATED PLACE|C1|A|Cook County~~~DuPage County
IL|17|65819|02399123|Rosemont village|INCORPORATED PLACE|C1|A|Cook County
IL|17|65845|02399125|Roseville village|INCORPORATED PLACE|C1|A|Warren County
IL|17|65884|02393216|Rosewood Heights CDP|CENSUS DESIGNATED PLACE|U1|S|Madison County
IL|17|65897|02396436|Rosiclare city|INCORPORATED PLACE|C1|A|Hardin County
IL|17|65962|02399127|Rossville village|INCORPORATED PLACE|C1|A|Vermilion County
IL|17|66027|02399131|Round Lake village|INCORPORATED PLACE|C1|A|Lake County
IL|17|66040|02399132|Round Lake Beach village|INCORPORATED PLACE|C1|A|Lake County
IL|17|66053|02399133|Round Lake Heights village|INCORPORATED PLACE|C1|A|Lake County
IL|17|66066|02399134|Round Lake Park village|INCORPORATED PLACE|C1|A|Lake County
IL|17|66131|02399135|Roxana village|INCORPORATED PLACE|C1|A|Madison County
IL|17|66157|02399136|Royal village|INCORPORATED PLACE|C1|A|Champaign County
IL|17|66196|02399138|Royal Lakes village|INCORPORATED PLACE|C1|A|Macoupin County
IL|17|66209|02399139|Royalton village|INCORPORATED PLACE|C1|A|Franklin County
IL|17|66287|02399141|Ruma village|INCORPORATED PLACE|C1|A|Randolph County
IL|17|66339|02396453|Rushville city|INCORPORATED PLACE|C1|A|Schuyler County
IL|17|66404|02399148|Russellville village|INCORPORATED PLACE|C1|A|Lawrence County
IL|17|66443|02399151|Rutland village|INCORPORATED PLACE|C1|A|LaSalle County
IL|17|66534|02399154|Sadorus village|INCORPORATED PLACE|C1|A|Champaign County
IL|17|66599|02399156|Sailor Springs village|INCORPORATED PLACE|C1|A|Clay County
IL|17|66638|02399157|St. Anne village|INCORPORATED PLACE|C1|A|Kankakee County
IL|17|66677|02399158|St. Augustine village|INCORPORATED PLACE|C1|A|Knox County
IL|17|66703|02396476|St. Charles city|INCORPORATED PLACE|C1|A|DuPage County~~~Kane County
IL|17|66768|02399161|St. David village|INCORPORATED PLACE|C1|A|Fulton County
IL|17|66794|02396486|St. Elmo city|INCORPORATED PLACE|C1|A|Fayette County
IL|17|66800|02399172|Ste. Marie village|INCORPORATED PLACE|C1|A|Jasper County
IL|17|66833|02396489|St. Francisville city|INCORPORATED PLACE|C1|A|Lawrence County
IL|17|66859|02399164|St. Jacob village|INCORPORATED PLACE|C1|A|Madison County
IL|17|66924|02399165|St. Johns village|INCORPORATED PLACE|C1|A|Perry County
IL|17|66950|02399166|St. Joseph village|INCORPORATED PLACE|C1|A|Champaign County
IL|17|66989|02399167|St. Libory village|INCORPORATED PLACE|C1|A|St. Clair County
IL|17|67132|02399171|St. Peter village|INCORPORATED PLACE|C1|A|Fayette County
IL|17|67158|02786434|St. Rose village|INCORPORATED PLACE|C1|A|Clinton County
IL|17|67236|02396526|Salem city|INCORPORATED PLACE|C1|A|Marion County
IL|17|67372|02399177|Sammons Point village|INCORPORATED PLACE|C1|A|Kankakee County
IL|17|67444|02399180|Sandoval village|INCORPORATED PLACE|C1|A|Marion County
IL|17|67548|02396534|Sandwich city|INCORPORATED PLACE|C1|A|DeKalb County~~~Kendall County
IL|17|67613|02399178|San Jose village|INCORPORATED PLACE|C1|A|Logan County~~~Mason County
IL|17|67756|02399187|Sauget village|INCORPORATED PLACE|C1|A|St. Clair County
IL|17|67769|02399188|Sauk Village village|INCORPORATED PLACE|C1|A|Cook County
IL|17|67795|02399763|Saunemin village|INCORPORATED PLACE|C1|A|Livingston County
IL|17|67821|02396544|Savanna city|INCORPORATED PLACE|C1|A|Carroll County
IL|17|67860|02399765|Savoy village|INCORPORATED PLACE|C1|A|Champaign County
IL|17|67873|02399766|Sawyerville village|INCORPORATED PLACE|C1|A|Macoupin County
IL|17|67912|02399767|Saybrook village|INCORPORATED PLACE|C1|A|McLean County
IL|17|67925|02399768|Scales Mound village|INCORPORATED PLACE|C1|A|Jo Daviess County
IL|17|68003|02399769|Schaumburg village|INCORPORATED PLACE|C1|A|Cook County~~~DuPage County
IL|17|68081|02399770|Schiller Park village|INCORPORATED PLACE|C1|A|Cook County
IL|17|68120|02399772|Schram City village|INCORPORATED PLACE|C1|A|Montgomery County
IL|17|68198|02399774|Sciota village|INCORPORATED PLACE|C1|A|McDonough County
IL|17|68328|02393227|Scott AFB CDP|CENSUS DESIGNATED PLACE|M2|S|St. Clair County
IL|17|68406|02399777|Scottville village|INCORPORATED PLACE|C1|A|Macoupin County
IL|17|68458|02399779|Seaton village|INCORPORATED PLACE|C1|A|Mercer County
IL|17|68471|02399780|Seatonville village|INCORPORATED PLACE|C1|A|Bureau County
IL|17|68510|02399782|Secor village|INCORPORATED PLACE|C1|A|Woodford County
IL|17|68640|02399784|Seneca village|INCORPORATED PLACE|C1|A|Grundy County~~~LaSalle County
IL|17|68679|02806559|Serena CDP|CENSUS DESIGNATED PLACE|U1|S|LaSalle County
IL|17|68705|02396576|Sesser city|INCORPORATED PLACE|C1|A|Franklin County
IL|17|68809|02628560|Seymour CDP|CENSUS DESIGNATED PLACE|U1|S|Champaign County
IL|17|68822|02399789|Shabbona village|INCORPORATED PLACE|C1|A|DeKalb County
IL|17|68991|02399791|Shannon village|INCORPORATED PLACE|C1|A|Carroll County
IL|17|69082|02395860|Shawneetown city|INCORPORATED PLACE|C1|A|Gallatin County
IL|17|69147|02399794|Sheffield village|INCORPORATED PLACE|C1|A|Bureau County
IL|17|69186|02395865|Shelbyville city|INCORPORATED PLACE|C1|A|Shelby County
IL|17|69212|02399797|Sheldon village|INCORPORATED PLACE|C1|A|Iroquois County
IL|17|69277|02399800|Sheridan village|INCORPORATED PLACE|C1|A|LaSalle County
IL|17|69342|02399802|Sherman village|INCORPORATED PLACE|C1|A|Sangamon County
IL|17|69368|02399803|Sherrard village|INCORPORATED PLACE|C1|A|Mercer County
IL|17|69524|02399809|Shiloh village|INCORPORATED PLACE|C1|A|St. Clair County
IL|17|69563|02397657|Shipman town|INCORPORATED PLACE|C1|A|Macoupin County
IL|17|69628|02804092|Shirley CDP|CENSUS DESIGNATED PLACE|U1|S|McLean County
IL|17|69758|02399813|Shorewood village|INCORPORATED PLACE|C1|A|Will County
IL|17|69797|02399816|Shumway village|INCORPORATED PLACE|C1|A|Effingham County
IL|17|69810|02399817|Sibley village|INCORPORATED PLACE|C1|A|Ford County
IL|17|69836|02399819|Sidell village|INCORPORATED PLACE|C1|A|Vermilion County
IL|17|69875|02399820|Sidney village|INCORPORATED PLACE|C1|A|Champaign County
IL|17|69914|02397663|Sigel town|INCORPORATED PLACE|C1|A|Shelby County
IL|17|69979|02395890|Silvis city|INCORPORATED PLACE|C1|A|Rock Island County
IL|17|70005|02399824|Simpson village|INCORPORATED PLACE|C1|A|Johnson County
IL|17|70031|02399825|Sims village|INCORPORATED PLACE|C1|A|Wayne County
IL|17|70122|02399827|Skokie village|INCORPORATED PLACE|C1|A|Cook County
IL|17|70161|02399828|Sleepy Hollow village|INCORPORATED PLACE|C1|A|Kane County
IL|17|70213|02399829|Smithboro village|INCORPORATED PLACE|C1|A|Bond County
IL|17|70226|02399831|Smithfield village|INCORPORATED PLACE|C1|A|Fulton County
IL|17|70252|02399833|Smithton village|INCORPORATED PLACE|C1|A|St. Clair County
IL|17|70278|02804096|Smithville CDP|CENSUS DESIGNATED PLACE|U1|S|Peoria County
IL|17|70356|02806560|Solon Mills CDP|CENSUS DESIGNATED PLACE|U1|S|McHenry County
IL|17|70460|02399838|Somonauk village|INCORPORATED PLACE|C1|A|DeKalb County~~~LaSalle County
IL|17|70525|02399839|Sorento village|INCORPORATED PLACE|C1|A|Bond County
IL|17|70564|02399841|South Barrington village|INCORPORATED PLACE|C1|A|Cook County
IL|17|70590|02395912|South Beloit city|INCORPORATED PLACE|C1|A|Winnebago County
IL|17|70629|02399845|South Chicago Heights village|INCORPORATED PLACE|C1|A|Cook County
IL|17|70720|02399846|South Elgin village|INCORPORATED PLACE|C1|A|Kane County
IL|17|70759|02399864|Southern View village|INCORPORATED PLACE|C1|A|Sangamon County
IL|17|70850|02399849|South Holland village|INCORPORATED PLACE|C1|A|Cook County
IL|17|70889|02399850|South Jacksonville village|INCORPORATED PLACE|C1|A|Morgan County
IL|17|71175|02399852|South Pekin village|INCORPORATED PLACE|C1|A|Tazewell County
IL|17|71240|02399856|South Roxana village|INCORPORATED PLACE|C1|A|Madison County
IL|17|71370|02399862|South Wilmington village|INCORPORATED PLACE|C1|A|Grundy County
IL|17|71422|02399866|Sparland village|INCORPORATED PLACE|C1|A|Marshall County
IL|17|71448|02395921|Sparta city|INCORPORATED PLACE|C1|A|Randolph County
IL|17|71474|02399869|Spaulding village|INCORPORATED PLACE|C1|A|Sangamon County
IL|17|71526|02399873|Spillertown village|INCORPORATED PLACE|C1|A|Williamson County
IL|17|71604|02399875|Spring Bay village|INCORPORATED PLACE|C1|A|Woodford County
IL|17|71643|02399879|Springerton village|INCORPORATED PLACE|C1|A|White County
IL|17|72000|02395940|Springfield city|INCORPORATED PLACE|C1|A|Sangamon County
IL|17|72052|02399876|Spring Grove village|INCORPORATED PLACE|C1|A|McHenry County
IL|17|72156|02395936|Spring Valley city|INCORPORATED PLACE|C1|A|Bureau County
IL|17|72221|02399884|Standard village|INCORPORATED PLACE|C1|A|Putnam County
IL|17|72234|02399885|Standard City village|INCORPORATED PLACE|C1|A|Macoupin County
IL|17|72260|02399886|Stanford village|INCORPORATED PLACE|C1|A|McLean County
IL|17|72403|02395959|Staunton city|INCORPORATED PLACE|C1|A|Macoupin County
IL|17|72468|02399891|Steeleville village|INCORPORATED PLACE|C1|A|Randolph County
IL|17|72520|02399892|Steger village|INCORPORATED PLACE|C1|A|Cook County~~~Will County
IL|17|72546|02395965|Sterling city|INCORPORATED PLACE|C1|A|Whiteside County
IL|17|72624|02399898|Steward village|INCORPORATED PLACE|C1|A|Lee County
IL|17|72650|02399899|Stewardson village|INCORPORATED PLACE|C1|A|Shelby County
IL|17|72676|02399900|Stickney village|INCORPORATED PLACE|C1|A|Cook County
IL|17|72702|02399901|Stillman Valley village|INCORPORATED PLACE|C1|A|Ogle County
IL|17|72780|02399905|Stockton village|INCORPORATED PLACE|C1|A|Jo Daviess County
IL|17|72884|02399909|Stonefort village|INCORPORATED PLACE|C1|A|Saline County~~~Williamson County
IL|17|72923|02399908|Stone Park village|INCORPORATED PLACE|C1|A|Cook County
IL|17|72949|02399910|Stonington village|INCORPORATED PLACE|C1|A|Christian County
IL|17|73027|02399913|Stoy village|INCORPORATED PLACE|C1|A|Crawford County
IL|17|73040|02399916|Strasburg village|INCORPORATED PLACE|C1|A|Shelby County
IL|17|73131|02399919|Strawn village|INCORPORATED PLACE|C1|A|Livingston County
IL|17|73157|02399920|Streamwood village|INCORPORATED PLACE|C1|A|Cook County
IL|17|73170|02395987|Streator city|INCORPORATED PLACE|C1|A|LaSalle County~~~Livingston County
IL|17|73261|02399921|Stronghurst village|INCORPORATED PLACE|C1|A|Henderson County
IL|17|73287|02399924|Sublette village|INCORPORATED PLACE|C1|A|Lee County
IL|17|73391|02399926|Sugar Grove village|INCORPORATED PLACE|C1|A|Kane County
IL|17|73495|02395997|Sullivan city|INCORPORATED PLACE|C1|A|Moultrie County
IL|17|73547|02399929|Summerfield village|INCORPORATED PLACE|C1|A|St. Clair County
IL|17|73638|02399930|Summit village|INCORPORATED PLACE|C1|A|Cook County
IL|17|73703|02396003|Sumner city|INCORPORATED PLACE|C1|A|Lawrence County
IL|17|73872|02806567|Sunnyland CDP|CENSUS DESIGNATED PLACE|U1|S|Will County
IL|17|73943|02399933|Sun River Terrace village|INCORPORATED PLACE|C1|A|Kankakee County
IL|17|74119|02399939|Swansea village|INCORPORATED PLACE|C1|A|St. Clair County
IL|17|74145|02806568|Swedona CDP|CENSUS DESIGNATED PLACE|U1|S|Mercer County
IL|17|74223|02396018|Sycamore city|INCORPORATED PLACE|C1|A|DeKalb County
IL|17|74275|02399944|Symerton village|INCORPORATED PLACE|C1|A|Will County
IL|17|74301|02399946|Table Grove village|INCORPORATED PLACE|C1|A|Fulton County
IL|17|74379|02399948|Tallula village|INCORPORATED PLACE|C1|A|Menard County
IL|17|74444|02399950|Tamaroa village|INCORPORATED PLACE|C1|A|Perry County
IL|17|74457|02399951|Tamms village|INCORPORATED PLACE|C1|A|Alexander County
IL|17|74470|02399952|Tampico village|INCORPORATED PLACE|C1|A|Whiteside County
IL|17|74548|02806570|Taylor Ridge CDP|CENSUS DESIGNATED PLACE|U1|S|Rock Island County
IL|17|74561|02399958|Taylor Springs village|INCORPORATED PLACE|C1|A|Montgomery County
IL|17|74574|02396035|Taylorville city|INCORPORATED PLACE|C1|A|Christian County
IL|17|74665|02399960|Tennessee village|INCORPORATED PLACE|C1|A|McDonough County
IL|17|74743|02399962|Teutopolis village|INCORPORATED PLACE|C1|A|Effingham County
IL|17|74847|02399963|Thawville village|INCORPORATED PLACE|C1|A|Iroquois County
IL|17|74860|02399964|Thayer village|INCORPORATED PLACE|C1|A|Sangamon County
IL|17|74873|02399967|Thebes village|INCORPORATED PLACE|C1|A|Alexander County
IL|17|74970|02583443|The Galena Territory CDP|CENSUS DESIGNATED PLACE|U1|S|Jo Daviess County
IL|17|75081|02399970|Third Lake village|INCORPORATED PLACE|C1|A|Lake County
IL|17|75107|02399971|Thomasboro village|INCORPORATED PLACE|C1|A|Champaign County
IL|17|75159|02399972|Thompsonville village|INCORPORATED PLACE|C1|A|Franklin County
IL|17|75172|02399974|Thomson village|INCORPORATED PLACE|C1|A|Carroll County
IL|17|75185|02399975|Thornton village|INCORPORATED PLACE|C1|A|Cook County
IL|17|75263|02399981|Tilden village|INCORPORATED PLACE|C1|A|Randolph County
IL|17|75276|02399982|Tilton village|INCORPORATED PLACE|C1|A|Vermilion County
IL|17|75360|02399984|Timberlane village|INCORPORATED PLACE|C1|A|Boone County
IL|17|75419|02399985|Time village|INCORPORATED PLACE|C1|A|Pike County
IL|17|75484|02399987|Tinley Park village|INCORPORATED PLACE|C1|A|Cook County~~~Will County
IL|17|75549|02399989|Tiskilwa village|INCORPORATED PLACE|C1|A|Bureau County
IL|17|75601|02399991|Toledo village|INCORPORATED PLACE|C1|A|Cumberland County
IL|17|75614|02399992|Tolono village|INCORPORATED PLACE|C1|A|Champaign County
IL|17|75653|02397034|Toluca city|INCORPORATED PLACE|C1|A|Marshall County
IL|17|75718|02399993|Tonica village|INCORPORATED PLACE|C1|A|LaSalle County
IL|17|75757|02399995|Topeka village|INCORPORATED PLACE|C1|A|Mason County
IL|17|75783|02397040|Toulon city|INCORPORATED PLACE|C1|A|Stark County
IL|17|75809|02399996|Tovey village|INCORPORATED PLACE|C1|A|Christian County
IL|17|75822|02399997|Towanda village|INCORPORATED PLACE|C1|A|McLean County
IL|17|75848|02399998|Tower Hill village|INCORPORATED PLACE|C1|A|Shelby County
IL|17|75874|02399999|Tower Lakes village|INCORPORATED PLACE|C1|A|Lake County
IL|17|75965|02400000|Tremont village|INCORPORATED PLACE|C1|A|Tazewell County
IL|17|75991|02397049|Trenton city|INCORPORATED PLACE|C1|A|Clinton County
IL|17|76017|02806573|Trilla CDP|CENSUS DESIGNATED PLACE|U1|S|Coles County~~~Cumberland County
IL|17|76082|02806574|Triumph CDP|CENSUS DESIGNATED PLACE|U1|S|LaSalle County
IL|17|76108|02804097|Trivoli CDP|CENSUS DESIGNATED PLACE|U1|S|Peoria County
IL|17|76160|02400004|Trout Valley village|INCORPORATED PLACE|C1|A|McHenry County
IL|17|76199|02397061|Troy city|INCORPORATED PLACE|C1|A|Madison County
IL|17|76225|02400005|Troy Grove village|INCORPORATED PLACE|C1|A|LaSalle County
IL|17|76407|02397071|Tuscola city|INCORPORATED PLACE|C1|A|Douglas County
IL|17|76511|02628561|Twin Grove CDP|CENSUS DESIGNATED PLACE|U1|S|McLean County
IL|17|76615|02400016|Ullin village|INCORPORATED PLACE|C1|A|Pulaski County
IL|17|76706|02400020|Union village|INCORPORATED PLACE|C1|A|McHenry County
IL|17|76771|02400024|Union Hill village|INCORPORATED PLACE|C1|A|Kankakee County
IL|17|76875|02806575|Unity CDP|CENSUS DESIGNATED PLACE|U1|S|Alexander County
IL|17|76935|02400029|University Park village|INCORPORATED PLACE|C1|A|Cook County~~~Will County
IL|17|77005|02397097|Urbana city|INCORPORATED PLACE|C1|A|Champaign County
IL|17|77044|02400033|Ursa village|INCORPORATED PLACE|C1|A|Adams County
IL|17|77148|02400037|Valier village|INCORPORATED PLACE|C1|A|Franklin County
IL|17|77187|02400038|Valley City village|INCORPORATED PLACE|C1|A|Pike County
IL|17|77265|02400041|Valmeyer village|INCORPORATED PLACE|C1|A|Monroe County
IL|17|77317|02397119|Vandalia city|INCORPORATED PLACE|C1|A|Fayette County
IL|17|77395|02400049|Varna village|INCORPORATED PLACE|C1|A|Marshall County
IL|17|77408|02400053|Venedy village|INCORPORATED PLACE|C1|A|Washington County
IL|17|77460|02393831|Venetian Village CDP|CENSUS DESIGNATED PLACE|U1|S|Lake County
IL|17|77473|02397123|Venice city|INCORPORATED PLACE|C1|A|Madison County
IL|17|77525|02400057|Vergennes village|INCORPORATED PLACE|C1|A|Jackson County
IL|17|77551|02400058|Vermilion village|INCORPORATED PLACE|C1|A|Edgar County
IL|17|77642|02400059|Vermont village|INCORPORATED PLACE|C1|A|Fulton County
IL|17|77681|02400061|Vernon village|INCORPORATED PLACE|C1|A|Marion County
IL|17|77694|02400063|Vernon Hills village|INCORPORATED PLACE|C1|A|Lake County
IL|17|77707|02400065|Verona village|INCORPORATED PLACE|C1|A|Grundy County
IL|17|77720|02400067|Versailles village|INCORPORATED PLACE|C1|A|Brown County
IL|17|77811|02400069|Victoria village|INCORPORATED PLACE|C1|A|Knox County
IL|17|77863|02397137|Vienna city|INCORPORATED PLACE|C1|A|Johnson County
IL|17|77941|02397140|Villa Grove city|INCORPORATED PLACE|C1|A|Douglas County
IL|17|77993|02400070|Villa Park village|INCORPORATED PLACE|C1|A|DuPage County
IL|17|78123|02400073|Viola village|INCORPORATED PLACE|C1|A|Mercer County
IL|17|78149|02397150|Virden city|INCORPORATED PLACE|C1|A|Macoupin County~~~Sangamon County
IL|17|78175|02400074|Virgil village|INCORPORATED PLACE|C1|A|Kane County
IL|17|78201|02397152|Virginia city|INCORPORATED PLACE|C1|A|Cass County
IL|17|78227|02400077|Volo village|INCORPORATED PLACE|C1|A|Lake County
IL|17|78370|02400079|Wadsworth village|INCORPORATED PLACE|C1|A|Lake County
IL|17|78383|02400080|Waggoner village|INCORPORATED PLACE|C1|A|Montgomery County
IL|17|78526|02400087|Walnut village|INCORPORATED PLACE|C1|A|Bureau County
IL|17|78604|02400088|Walnut Hill village|INCORPORATED PLACE|C1|A|Marion County
IL|17|78656|02400089|Walshville village|INCORPORATED PLACE|C1|A|Montgomery County
IL|17|78708|02400091|Waltonville village|INCORPORATED PLACE|C1|A|Jefferson County
IL|17|78721|02397187|Wamac city|INCORPORATED PLACE|C1|A|Clinton County~~~Marion County~~~Washington County
IL|17|78773|02400092|Wapella village|INCORPORATED PLACE|C1|A|De Witt County
IL|17|78851|02400094|Warren village|INCORPORATED PLACE|C1|A|Jo Daviess County
IL|17|78916|02400095|Warrensburg village|INCORPORATED PLACE|C1|A|Macon County
IL|17|78929|02397197|Warrenville city|INCORPORATED PLACE|C1|A|DuPage County
IL|17|78942|02397200|Warsaw city|INCORPORATED PLACE|C1|A|Hancock County
IL|17|79007|02400097|Washburn village|INCORPORATED PLACE|C1|A|Marshall County~~~Woodford County
IL|17|79033|02397206|Washington city|INCORPORATED PLACE|C1|A|Tazewell County
IL|17|79085|02400099|Washington Park village|INCORPORATED PLACE|C1|A|St. Clair County
IL|17|79124|02400101|Wataga village|INCORPORATED PLACE|C1|A|Knox County
IL|17|79150|02397210|Waterloo city|INCORPORATED PLACE|C1|A|Monroe County
IL|17|79163|02400104|Waterman village|INCORPORATED PLACE|C1|A|DeKalb County
IL|17|79228|02397217|Watseka city|INCORPORATED PLACE|C1|A|Iroquois County
IL|17|79241|02400106|Watson village|INCORPORATED PLACE|C1|A|Effingham County
IL|17|79267|02400108|Wauconda village|INCORPORATED PLACE|C1|A|Lake County
IL|17|79293|02397222|Waukegan city|INCORPORATED PLACE|C1|A|Lake County
IL|17|79358|02397225|Waverly city|INCORPORATED PLACE|C1|A|Morgan County
IL|17|79397|02400112|Wayne village|INCORPORATED PLACE|C1|A|DuPage County~~~Kane County
IL|17|79436|02400113|Wayne City village|INCORPORATED PLACE|C1|A|Wayne County
IL|17|79449|02400118|Waynesville village|INCORPORATED PLACE|C1|A|De Witt County
IL|17|79618|02806578|Wedron CDP|CENSUS DESIGNATED PLACE|U1|S|LaSalle County
IL|17|79683|02400120|Weldon village|INCORPORATED PLACE|C1|A|De Witt County
IL|17|79735|02400123|Wellington village|INCORPORATED PLACE|C1|A|Iroquois County
IL|17|79813|02397256|Wenona city|INCORPORATED PLACE|C1|A|LaSalle County~~~Marshall County
IL|17|79826|02400124|Wenonah village|INCORPORATED PLACE|C1|A|Montgomery County
IL|17|80008|02400127|West Brooklyn village|INCORPORATED PLACE|C1|A|Lee County
IL|17|80047|02400148|Westchester village|INCORPORATED PLACE|C1|A|Cook County
IL|17|80060|02397264|West Chicago city|INCORPORATED PLACE|C1|A|DuPage County
IL|17|80073|02400128|West City village|INCORPORATED PLACE|C1|A|Franklin County
IL|17|80125|02400129|West Dundee village|INCORPORATED PLACE|C1|A|Kane County
IL|17|80242|02400150|Western Springs village|INCORPORATED PLACE|C1|A|Cook County
IL|17|80255|02628563|Westervelt CDP|CENSUS DESIGNATED PLACE|U1|S|Shelby County
IL|17|80281|02400151|Westfield village|INCORPORATED PLACE|C1|A|Clark County
IL|17|80333|02397267|West Frankfort city|INCORPORATED PLACE|C1|A|Franklin County
IL|17|80570|02806583|Westlake Village CDP|CENSUS DESIGNATED PLACE|U1|S|Winnebago County
IL|17|80580|02806579|West Liberty CDP|CENSUS DESIGNATED PLACE|U1|S|Jasper County
IL|17|80645|02400153|Westmont village|INCORPORATED PLACE|C1|A|DuPage County
IL|17|80736|02397272|West Peoria city|INCORPORATED PLACE|C1|A|Peoria County
IL|17|80762|02400141|West Point village|INCORPORATED PLACE|C1|A|Hancock County
IL|17|80853|02400144|West Salem village|INCORPORATED PLACE|C1|A|Edwards County
IL|17|80879|02628562|West Union CDP|CENSUS DESIGNATED PLACE|U1|S|Clark County
IL|17|80931|02400157|Westville village|INCORPORATED PLACE|C1|A|Vermilion County
IL|17|80957|02583444|West York CDP|CENSUS DESIGNATED PLACE|U1|S|Crawford County
IL|17|81048|02397294|Wheaton city|INCORPORATED PLACE|C1|A|DuPage County
IL|17|81074|02400160|Wheeler village|INCORPORATED PLACE|C1|A|Jasper County
IL|17|81087|02400161|Wheeling village|INCORPORATED PLACE|C1|A|Cook County~~~Lake County
IL|17|81165|02771129|Whiteash CDP|CENSUS DESIGNATED PLACE|U2|S|Williamson County
IL|17|81191|02400162|White City village|INCORPORATED PLACE|C1|A|Macoupin County
IL|17|81256|02397302|White Hall city|INCORPORATED PLACE|C1|A|Greene County
IL|17|81295|02628564|White Heath CDP|CENSUS DESIGNATED PLACE|U1|S|Piatt County
IL|17|81802|02399695|Williamsfield village|INCORPORATED PLACE|C1|A|Knox County
IL|17|81815|02399696|Williamson village|INCORPORATED PLACE|C1|A|Madison County
IL|17|81854|02399698|Williamsville village|INCORPORATED PLACE|C1|A|Sangamon County
